condition,id,delete,description,set_size,enrichment_score,nes,pvalue,p_adjust,qvalue,rank,leading_edge,core_enrichment,gsea_enrichment
I (D0-4),ANTIVIRAL & IFN,ANTIVIRAL & IFN...70,ANTIVIRAL & IFN,57,0.7745572447613253,2.8062952782889847,1e-10,6e-10,2.1052631578947368e-10,417,"tags=56%, list=8%, signal=52%",IFI27/CCL8/RSAD2/CXCL10/CCL2/USP18/CCL7/CCL1/IFIT1/OAS3/SERPING1/OAS1/MX1/HERC5/C1QB/OAS2/IFIT2/DDX60/IFITM3/IRF7/IFIH1/DHX58/PLSCR1/EIF2AK2/GBP1/PARP9/IFITM1/PML/STAT2/STAT1/ANXA3/LGALS9,ImmuneGO_BTM_general
I (D0-4),DENDRITIC CELL,DENDRITIC CELL...71,DENDRITIC CELL,115,0.671101117461602,2.6812077654207545,1e-10,6e-10,2.1052631578947368e-10,513,"tags=47%, list=10%, signal=43%",IFI27/CCL8/HESX1/RSAD2/SIGLEC1/C1QC/IFIT1/LAMP3/SERPING1/HERC5/IFIT3/IFI6/C1QB/IFIT2/CH25H/DDX60/C2/CXCL11/IRF7/IFIH1/IL4I1/PLSCR1/C1QA/RIN2/MSR1/BATF2/SLCO2B1/PDGFRL/SLC1A3/RGL1/IL1RN/PARP9/ATF3/CCRL2/PDCD1LG2/MX2/TMEM51/P2RY6/TNFSF13B/LAG3/CD38/CD274/GCH1/CAPG/SUCNR1/ATP1B2/FPR3/TNFAIP6/CLDN23/OLR1/DOCK4/FUT7/SLC27A3/STAB1,ImmuneGO_BTM_general
I (D0-4),LEUKOCYTES,LEUKOCYTES...72,LEUKOCYTES,476,0.5801934985132945,2.5415644101923927,1e-10,6e-10,2.1052631578947368e-10,1291,"tags=60%, list=26%, signal=49%",WFDC9/IFI27/DEFB1/CCL8/HESX1/RSAD2/SIGLEC1/CXCL10/CCL2/USP18/CCL7/ISG15/CCL1/C1QC/IFIT1/OAS3/CD177/LAMP3/SERPING1/CCL13/OAS1/MX1/HERC5/IFIT3/IFI6/AXL/OAS2/OASL/IFIT2/CH25H/DDX60/WFDC13/C2/IFITM3/CXCL11/IRF7/MS4A4A/IFIH1/DHX58/IL4I1/PLSCR1/EIF2AK2/JUP/S100A7/MMP8/GPR84/RIN2/MSR1/IFI35/CFB/OLFM4/ZBP1/TNFSF10/SLCO2B1/TNFSF15/LIF/AIM2/PDGFRL/GBP1/TFEC/SLC1A3/RNASE2/BRCA2/APOBEC3A/RGL1/IL1RN/TLR7/PARP9/ATF3/CCRL2/MARCO/BST2/LILRB4/TRIM22/CX3CR1/IFITM1/PDCD1LG2/PML/CEACAM1/TARM1/MX2/TYMP/TMEM51/P2RY6/TNFSF13B/CD68/MYOF/PDGFRB/LAG3/GPBAR1/CD38/CD274/IL10/IDO1/PKMYT1/GCH1/MDK/TMEM176B/ESCO2/LILRA6/NAIP/CAPG/IFI30/SUCNR1/LILRB1/RNF213/ATP1B2/FPR3/TNFAIP6/FCGR1A/CRISP3/CLEC12B/LTF/GRN/ANXA3/CLDN23/EPB41L3/LGALS9/OLR1/DOCK4/C3AR1/HK3/ABCA13/TCN1/F2/ADAP2/FXYD6/FUT7/APOBEC3F/KLF4/CLEC12A/CEACAM8/MARCKS/TICAM1/S100A12/LACC1/LCN2/ABCA1/SRC/IQGAP3/FASLG/SLC27A3/PLXNB2/STAB1/SP100/CAMP/FFAR2/CHIT1/LILRA5/SIGLEC16/MMP19/SLAMF7/CLEC4G/BPI/SLC26A8/FCER1G/TMEM140/ASGR2/S100A9/HP/CCR1/TACSTD2/GZMB/IL15RA/SAC3D1/BLVRB/MMP9/RBBP8/IL27/C1orf162/LGALS2/CST7/LY96/LMO2/FCGR2B/FZD5/CD300C/TBKBP1/TUBG1/KLF5/CLEC6A/FCN1/GRINA/DAB2/SMPDL3A/FCGR2C/ATP8B4/KMO/RNASE3/PDGFA/LGALS1/TAP1/CST3/MYD88/HAVCR2/APOBEC3H/BRI3/CASP1/DHCR24/TTYH3/ASGR1/CD36/SERPINB10/RAMP1/CLEC5A/SORT1/PLEKHF1/ANXA5/ADAR/LILRB2/FAM20C/GCNT1/PRKCE/IRF9/MYO7B/EGF/ARHGEF10L/NFE2/PTGFRN/GAS2L1/CYBB/TMEM144/ADM/NLRC4/SLC2A6/MST1R/CSK/PF4/KIR2DL3/TLR5/CD86/EMILIN2/SPI1/HSPA6/SERPINB9/SECTM1/SELL/SLC24A4/IL15/ZC3HAV1/DPYSL2/TBX21/FZD1/TNFSF13/SP2/PSEN2/FOS/RASSF4/DLL1/CASP4/LY86/SERPINA1/IL18R1/MGST1/CEBPA/MS4A14/TAP2/PSMB9/MS4A7/CTSW/CSF1R/LTBR/DRAM1/IGFBP7/AGTRAP/GSDMD/CHAF1B/SIGLEC7/RNF135/TNS3/C3/IFITM2/TYROBP/S100A11/GIMAP6/SSC5D/PRAM1/LHFPL2/CD164/FCGR3B/NCF1/CHAF1A/TRIM26/RAB32/IRF2/PRRG4/BST1,ImmuneGO_BTM_general
I (D0-4),INNATE IMMUNE SYSTEM,INNATE IMMUNE SYSTEM...73,INNATE IMMUNE SYSTEM,443,0.5777098221189078,2.523162363112725,1e-10,6e-10,2.1052631578947368e-10,1249,"tags=58%, list=25%, signal=48%",WFDC9/IFI27/DEFB1/CCL8/HESX1/RSAD2/SIGLEC1/CXCL10/CCL2/USP18/CCL7/ISG15/CCL1/C1QC/IFIT1/OAS3/CD177/LAMP3/SERPING1/OAS1/MX1/HERC5/IFIT3/IFI6/C1QB/AXL/OAS2/MT1G/OASL/IFIT2/CH25H/DDX60/WFDC13/C2/IFITM3/CXCL11/IRF7/MS4A4A/IFIH1/DHX58/IL4I1/PLSCR1/EIF2AK2/C1QA/RIN2/MSR1/IFI35/CFB/BATF2/ZBP1/SLCO2B1/AIM2/PDGFRL/GBP1/TFEC/SLC1A3/RNASE2/APOBEC3A/RGL1/IL1RN/EDNRB/TLR7/PARP9/ATF3/CCRL2/MARCO/BST2/PPARG/TRIM22/CX3CR1/IFITM1/PDCD1LG2/PML/TARM1/MX2/TYMP/TMEM51/P2RY6/TNFSF13B/CD68/MYOF/PDGFRB/LAG3/GPBAR1/CD38/STAT2/CD274/IL10/GCH1/TMEM176B/LILRA6/NAIP/CAPG/IFI30/SUCNR1/LILRB1/MERTK/ATP1B2/FPR3/MAP2K6/TNFAIP6/FCGR1A/CRISP3/STAT1/CLEC12B/GRN/ANXA3/CLDN23/PIK3AP1/EPB41L3/LGALS9/OLR1/DOCK4/HK3/F2/ADAP2/FXYD6/FUT7/APOBEC3F/KLF4/CLEC12A/MARCKS/TICAM1/S100A12/LACC1/LCN2/ABCA1/SRC/FASLG/SLC27A3/PLXNB2/STAB1/SP100/CAMP/FFAR2/TRIM21/LILRA5/SIGLEC16/MMP19/SLAMF7/BPI/FCER1G/TMEM140/ASGR2/S100A9/TMEM229B/CCR1/TACSTD2/GZMB/BLVRB/MMP9/ST14/IL27/C1orf162/LGALS2/CST7/LY96/LMO2/FCGR2B/FZD5/PTGDS/TBKBP1/CLEC6A/FCN1/GRINA/SCIMP/DAB2/SMPDL3A/FCGR2C/ATP8B4/KMO/RNASE3/PDGFA/LGALS1/TAP1/CST3/MYD88/HAVCR2/APOBEC3H/BRI3/MILR1/HYAL2/CASP1/TTYH3/ASGR1/TBC1D8/CD36/RAB10/RAMP1/CLEC5A/SORT1/PLEKHF1/MEF2A/ADAR/LILRB2/FAM20C/EVI2B/PRKCE/EGF/ARHGEF10L/NFE2/PTGFRN/GAS2L1/CYBB/TMEM144/NLRC4/SLC2A6/MST1R/CSK/KIR2DL3/TLR5/CD86/UBA7/EMILIN2/SPI1/HSPA6/SERPINB9/SECTM1/SELL/SLC24A4/IL15/TUBB4B/ZC3HAV1/DPYSL2/TBX21/FZD1/HMOX1/TNFSF13/PSEN2/FOS/RASSF4/DLL1/CASP4/LY86/SERPINA1/IL18R1/MGST1/CEBPA/MS4A14/TAP2/MS4A7/CTSW/CSF1R/LTBR/DRAM1/AGTRAP/GSDMD/SIGLEC7/RNF135/TNS3/C3/IFITM2/TYROBP/S100A11/GIMAP6/SSC5D/PRAM1/LHFPL2,ImmuneGO_BTM_general
I (D0-4),SIGNALING,SIGNALING...74,SIGNALING,53,0.7516778391030859,2.6908140537095533,7.530117933694418e-10,3.6144566081733204e-9,1.2682303888327443e-9,407,"tags=57%, list=8%, signal=53%",CCL8/RSAD2/CXCL10/CCL2/USP18/CCL7/CCL1/IFIT1/OAS3/SERPING1/CCL13/OAS1/HERC5/C1QB/DDX60/CXCL11/IRF7/IFIH1/DHX58/PLSCR1/LIF/PARP9/CCRL2/IFITM1/PML/IL10/GCH1/TNFAIP6/STAT1/ANXA3,ImmuneGO_BTM_general
I (D0-4),MONOCYTE,MONOCYTE...75,MONOCYTE,135,0.5657795801865313,2.300189350495236,1.2600973517391306e-7,5.040389406956522e-7,1.7685576866514113e-7,1563,"tags=77%, list=32%, signal=54%",CCL8/CCL2/CCL7/CCL1/MT1G/MS4A4A/RIN2/TFEC/RNASE2/IL1RN/MARCO/TYMP/TNFSF13B/CD68/MYOF/TMEM176B/LILRA6/NAIP/IFI30/LILRB1/FCGR1A/CLEC12B/GRN/EPB41L3/HK3/ADAP2/FXYD6/KLF4/CLEC12A/MARCKS/S100A12/ABCA1/PLXNB2/STAB1/LILRA5/FCER1G/ASGR2/S100A9/CCR1/BLVRB/C1orf162/LGALS2/LY96/LMO2/FCN1/SMPDL3A/LGALS1/CST3/BRI3/HYAL2/ASGR1/CD36/SORT1/LILRB2/ARHGEF10L/NFE2/GAS2L1/CYBB/TLR5/CD86/EMILIN2/SPI1/HSPA6/SECTM1/SLC24A4/DPYSL2/FZD1/TNFSF13/FOS/RASSF4/LY86/SERPINA1/MGST1/CEBPA/MS4A7/CSF1R/LTBR/DRAM1/AGTRAP/SIGLEC7/TNS3/TYROBP/S100A11/PRAM1/NCF1/RAB32/BST1/CTSH/CYFIP1/LRP1/SLC16A3/MS4A6A/PRKCD/BTK/DOK3/MNDA/SIGLEC9/NOD2/HHEX/CARD9/FGR/PILRA/PTGIR/SAMHD1,ImmuneGO_BTM_general
I (D0-4),ARPP,ARPP...76,ARPP,112,0.5440117655743388,2.1642191707533596,2.2100317384618575e-5,7.577251674726368e-5,2.6586847981496025e-5,1130,"tags=51%, list=23%, signal=40%",CCL8/CXCL10/CCL2/USP18/CCL7/ISG15/CCL1/MT1G/IFIT2/IRF7/IFIH1/DHX58/IFI35/BATF2/ZBP1/AIM2/EDNRB/TLR7/BST2/TNFSF13B/LAG3/LILRA6/LILRB1/MAP2K6/PIK3AP1/TICAM1/S100A12/LACC1/SRC/FCER1G/ASGR2/TMEM229B/CCR1/LY96/CLEC6A/SCIMP/FCGR2C/TAP1/MYD88/HYAL2/CASP1/ASGR1/CD36/MEF2A/LILRB2/EVI2B/PRKCE/NFE2/CSK/TLR5/CD86/SPI1/HSPA6/SELL/HMOX1/FOS/LY86,ImmuneGO_BTM_general
I (D0-4),EOSINOPHIL,EOSINOPHIL...77,EOSINOPHIL,9,0.8209213991653336,1.9653326037875503,5.815023441043813e-4,0.0017445070323131439,6.121077306361908e-4,22,"tags=44%, list=0%, signal=44%",CCL8/CCL2/CCL7/CCL1,ImmuneGO_BTM_general
I (D0-4),MYELOID CELL,MYELOID CELL...78,MYELOID CELL,31,0.6499191812745083,2.1157871522800384,0.005744143174141823,0.01531771513104486,0.005374636888085915,1247,"tags=84%, list=25%, signal=63%",SLC1A3/IL1RN/TLR7/MARCO/MYOF/GPBAR1/IL10/MARCKS/SIGLEC16/MMP19/FCER1G/CCR1/MMP9/PDGFA/ASGR1/CLEC5A/EGF/SLC2A6/TLR5/CD86/SECTM1/SLC24A4/MS4A14/CSF1R/SIGLEC7/PRAM1,ImmuneGO_BTM_general
I (D0-4),MACROPHAGE,MACROPHAGE...79,MACROPHAGE,7,0.7755347038506766,1.7387340423879665,0.009757322041700026,0.02341757290008006,0.008216692245642128,613,"tags=71%, list=12%, signal=63%",CCL2/IFI35/EDNRB/TICAM1/TMEM229B,ImmuneGO_BTM_general
I (D0-4),B CELL,B CELL...80,B CELL,110,-0.2574418540687314,-1.4780993063228731,0.013177220052913956,0.028750298297266812,0.010087823963953269,727,"tags=30%, list=15%, signal=26%",ICOSLG/TAS2R10/HLA-DQA1/HLA-DOA/EBF1/BCL11B/LGR4/CCR7/PAWR/P2RX5/SSPN/PIK3R1/AFF3/SLC26A7/HRH4/HHLA2/SLC38A11/GPR183/PCDHB14/SLC16A14/CXCR4/KIT/IL5RA/CTLA4/CDH17/GRAMD1C/SORCS3/TEK/IL11/CNTNAP3/NR4A3/LRP1B/NLGN4Y,ImmuneGO_BTM_general
I (D0-4),HUMORAL ADAPTIVE IMMUNE SYSTEM,HUMORAL ADAPTIVE IMMUNE SYSTEM...81,HUMORAL ADAPTIVE IMMUNE SYSTEM,142,0.3927249030030613,1.6036891791153376,0.014881974486814324,0.02976394897362865,0.010443490867939876,607,"tags=20%, list=12%, signal=18%",WFDC9/DEFB1/CCL8/CCL2/CCL1/CH25H/EPHB2/WFDC13/S100A7/LIF/EDNRB/BST2/SDC1/CD38/IL10/CD180/SP140/NR4A1/F2/TICAM1/S100A12/SRC/GHSR/CAMP/CLEC4G/BPI/FCER1G/SCARB2,ImmuneGO_BTM_general
I (D0-4),NEUTROPHIL,NEUTROPHIL...82,NEUTROPHIL,37,0.5691770234282161,1.9251318465499698,0.018607380890485085,0.03435208779781862,0.01205336413958548,603,"tags=35%, list=12%, signal=31%",CCL8/CCL2/CCL7/CCL1/CD177/AXL/MERTK/ANXA3/F2/S100A12/CAMP/FFAR2/FCER1G,ImmuneGO_BTM_general
I (D0-4),COMPLEMENT,COMPLEMENT...83,COMPLEMENT,17,0.7158040685084284,1.9789983518299379,0.02117284324064047,0.0362963026982408,0.01273554480640028,431,"tags=47%, list=9%, signal=43%",C1QC/SERPING1/C1QB/C2/C1QA/CFB/FPR3/C3AR1,ImmuneGO_BTM_general
I (D0-4),ANTIMICROBIAL,ANTIMICROBIAL...84,ANTIMICROBIAL,17,0.6378544853227319,1.7634895227564027,0.027433967815213768,0.04389434850434203,0.015401525790997204,583,"tags=47%, list=12%, signal=42%",DEFB1/CCL8/CCL1/S100A7/F2/S100A12/CAMP/BPI,ImmuneGO_BTM_general
I (D0-4),LYMPHOCYTE,LYMPHOCYTE...85,LYMPHOCYTE,13,-0.5052130549154839,-1.6451734541951561,0.04415011407101969,0.06622517110652953,0.02323690214264194,727,"tags=62%, list=15%, signal=53%",ICOSLG/EBF1/CD28/ELOVL4/VSIG10/KIT/CD1B/CTLA4,ImmuneGO_BTM_general
I (D0-4),NK CELL,NK CELL...86,NK CELL,40,0.4318783168507129,1.473174271782167,0.07518796992481203,0.10614772224679346,0.03724481482343629,1418,"tags=62%, list=29%, signal=45%",AXL/CX3CR1/PDGFRB/LAG3/MERTK/LGALS9/FASLG/SLAMF7/GZMB/CST7/ATP8B4/HAVCR2/PLEKHF1/KIR2DL3/IL15/TUBB4B/TBX21/DLL1/IL18R1/CTSW/GIMAP6/FCGR3B/PRF1/IL12RB2/PLEKHM2,ImmuneGO_BTM_general
I (D0-4),INFLAMMATION,INFLAMMATION...87,INFLAMMATION,21,0.4872930701556975,1.4371916819115398,0.09090909090909091,0.12121212121212122,0.042530568846358315,1532,"tags=71%, list=31%, signal=49%",IL1RN/CD68/IL10/GCH1/TNFAIP6/STAB1/FCER1G/TBC1D8/NLRC4/SERPINB9/TNFSF13/TYROBP/GPX1/NOD2/CARD9,ImmuneGO_BTM_general
I (D0-4),IMMUNOGLOBULIN MEDIATED RESPONSE,IMMUNOGLOBULIN MEDIATED RESPONSE...88,IMMUNOGLOBULIN MEDIATED RESPONSE,50,0.3329564984049233,1.1787382001327482,0.2541966426858513,0.3210904960242332,0.11266333193832745,1549,"tags=50%, list=31%, signal=35%",CH25H/EPHB2/BST2/CD38/IL10/TICAM1/SRC/CLEC4G/FCER1G/FCGR2B/PRKCE/GAPT/CHRNB2/LYL1/CD86/SPI1/ZBTB7A/MYO1G/PRKCD/BTK/MNDA/HHEX/LIMK1/FGR/IL2RB,ImmuneGO_BTM_general
I (D0-4),ADAPTIVE IMMUNE SYSTEM,ADAPTIVE IMMUNE SYSTEM...89,ADAPTIVE IMMUNE SYSTEM,242,0.2535233902695967,1.0759303828984939,0.3319755600814664,0.39837067209775967,0.13977918319219637,1143,"tags=29%, list=23%, signal=24%",CCL8/CCL2/CCL7/CCL1/AXL/CH25H/EPHB2/LIF/RGL1/EDNRB/ATF3/BST2/LILRB4/CX3CR1/SDC1/TARM1/LAG3/CD38/IL10/IDO1/MDK/LILRA6/CD180/IFI30/LILRB1/MERTK/SP140/NR4A1/EGR1/FUT7/UNC93B1/NCAPH2/TICAM1/SRC/FASLG/GHSR/SLAMF7/CLEC4G/FCER1G/SCARB2/GZMB/FOSB/FCGR2B/PTPRR/CLEC6A/LGALS1/TAP1/DHCR24/PTH2R/PLEKHF1/ADAR/LILRB2/PRKCE/EGF/GAPT/CHRNB2/LYL1/TGFB1/CSK/CD86/JUNB/RAPGEF3/SPI1/SELL/IL15/TNFSF13/FOS/DLL1/LY86/IL18R1/TAP2,ImmuneGO_BTM_general
I (D0-4),IMMUNE SYSTEM,IMMUNE SYSTEM...90,IMMUNE SYSTEM,42,0.30952054854761024,1.06219559225582,0.3877805486284289,0.4431777698610616,0.15550097188107423,1877,"tags=67%, list=38%, signal=42%",TLR7/LILRB1/MAP2K6/FCER1G/LY96/MYD88/CD36/MEF2A/LILRB2/EVI2B/CSK/TLR5/CD86/SELL/HMOX1/FOS/GIMAP6/CTSH/BTK/MNDA/FGR/HLA-A/SLA/PTPN6/LCP2/HLA-F/CD74/ITGAM,ImmuneGO_BTM_general
I (D0-4),CELLULAR ADAPTIVE IMMUNE SYSTEM,CELLULAR ADAPTIVE IMMUNE SYSTEM...91,CELLULAR ADAPTIVE IMMUNE SYSTEM,138,0.21553162793769728,0.8791896666771947,0.6666666666666666,0.7272727272727272,0.2551834130781499,668,"tags=17%, list=14%, signal=15%",CCL2/ATF3/LILRB4/CX3CR1/LAG3/IL10/IDO1/MDK/IFI30/LILRB1/GRN/SP140/EGR1/FUT7/UNC93B1/NCAPH2/SRC/FASLG/SLAMF7/CLEC4G/FCER1G/GZMB/FOSB,ImmuneGO_BTM_general
I (D0-4),T CELL,T CELL...92,T CELL,130,0.21074448876378488,0.8545293926002038,0.701063829787234,0.7315448658649398,0.25668240907541745,1355,"tags=32%, list=27%, signal=24%",CCL2/ATF3/LILRB4/LAG3/IL10/IDO1/MDK/IFI30/LILRB1/SP140/EGR1/FUT7/UNC93B1/NCAPH2/SRC/FASLG/SLAMF7/CLEC4G/FCER1G/GZMB/FOSB/LGALS1/PLEKHF1/LILRB2/TGFB1/CSK/CD86/JUNB/SPI1/SELL/IL15/FOS/IL18R1/TAP2/TYROBP/GIMAP6/PTPRCAP/PRF1/RBX1/CTSH/EFNB1,ImmuneGO_BTM_general
I (D0-4),MAST CELL,MAST CELL...93,MAST CELL,10,0.25271320603184055,0.6136433893205849,0.8969230769230769,0.8969230769230769,0.3147098515519568,1051,"tags=40%, list=21%, signal=32%",S100A12/PTGDS/MILR1/SERPINB9,ImmuneGO_BTM_general
