genes,infection_vaccination,n_conditions,comparison
ZBP1,Infection,9,Infection only
ZBTB4,Infection,9,Infection only
ZDHHC20,Infection,9,Infection only
ZIK1,Infection,9,Infection only
ZNF225,Infection,9,Infection only
ZNF229,Infection,9,Infection only
ZNF382,Infection,9,Infection only
ZNF418,Infection,9,Infection only
ZNF469,Infection,9,Infection only
ZNF485,Infection,9,Infection only
ZNF570,Infection,9,Infection only
ZNF662,Infection,9,Infection only
ZNF665,Infection,9,Infection only
ZNF721,Infection,9,Infection only
ZNF786,Infection,9,Infection only
ZNF792,Infection,9,Infection only
ZNF793,Infection,9,Infection only
ZNF813,Infection,9,Infection only
ZNF890P,Infection,9,Infection only
HBG2,Vaccination,9,Vaccination only
HBG2,Vaccination,9,Infection and vaccination
GINS2,Infection,9,Infection and vaccination
GLDN,Infection,9,Infection and vaccination
A2M,Infection,9,Infection and vaccination
ALOX15,Infection,9,Infection and vaccination
DMC1,Infection,9,Infection and vaccination
KIF15,Infection,9,Infection and vaccination
TNFAIP6,Infection,9,Infection and vaccination
GSG1L,Infection,9,Infection and vaccination
HES4,Infection,9,Infection and vaccination
METTL7B,Infection,9,Infection and vaccination
NMNAT2,Infection,9,Infection and vaccination
OLFM4,Infection,9,Infection and vaccination
RAB3IL1,Infection,9,Infection and vaccination
SERPING1,Infection,9,Infection and vaccination
TRIB1,Infection,9,Infection and vaccination
TRPV4,Infection,9,Infection and vaccination
ADGRG1,Infection,9,Infection and vaccination
BCL2A1,Infection,9,Infection and vaccination
BUB1,Infection,9,Infection and vaccination
CA6,Infection,9,Infection and vaccination
CD164L2,Infection,9,Infection and vaccination
GK3P,Infection,9,Infection and vaccination
HIST1H1E,Infection,9,Infection and vaccination
IFIT3,Infection,9,Infection and vaccination
ITIH3,Infection,9,Infection and vaccination
KCNJ15,Infection,9,Infection and vaccination
MIR3945,Infection,9,Infection and vaccination
NR1I3,Infection,9,Infection and vaccination
PXT1,Infection,9,Infection and vaccination
SLC4A9,Infection,9,Infection and vaccination
STRC,Infection,9,Infection and vaccination
TNR,Infection,9,Infection and vaccination
ACSL1,Infection,9,Infection and vaccination
AJAP1,Infection,9,Infection and vaccination
ATP8A2,Infection,9,Infection and vaccination
BASP1,Infection,9,Infection and vaccination
CACNA1A,Infection,9,Infection and vaccination
CDCA8,Infection,9,Infection and vaccination
CST7,Infection,9,Infection and vaccination
DNAH17,Infection,9,Infection and vaccination
DUSP1,Infection,9,Infection and vaccination
EAF1,Infection,9,Infection and vaccination
EFCAB2,Infection,9,Infection and vaccination
FCGBP,Infection,9,Infection and vaccination
FST,Infection,9,Infection and vaccination
IGFBP3,Infection,9,Infection and vaccination
INHBB,Infection,9,Infection and vaccination
KEL,Infection,9,Infection and vaccination
LINC00639,Infection,9,Infection and vaccination
LIPM,Infection,9,Infection and vaccination
LOC105747689,Infection,9,Infection and vaccination
LOC283575,Infection,9,Infection and vaccination
LOC285696,Infection,9,Infection and vaccination
LSMEM1,Infection,9,Infection and vaccination
MED14OS,Infection,9,Infection and vaccination
MIR146A,Infection,9,Infection and vaccination
MIR29C,Infection,9,Infection and vaccination
MRM1,Infection,9,Infection and vaccination
OMG,Infection,9,Infection and vaccination
PCDHGB3,Infection,9,Infection and vaccination
POLQ,Infection,9,Infection and vaccination
RIMBP3,Infection,9,Infection and vaccination
SCRG1,Infection,9,Infection and vaccination
SHROOM4,Infection,9,Infection and vaccination
SMIM10,Infection,9,Infection and vaccination
ST20,Infection,9,Infection and vaccination
SULT2B1,Infection,9,Infection and vaccination
ZNF890P,Infection,9,Infection and vaccination
ABHD12B,Infection,8,Infection only
ABHD15,Infection,8,Infection only
ABHD5,Infection,8,Infection only
ADCK5,Infection,8,Infection only
ADGRB1,Infection,8,Infection only
AGFG1,Infection,8,Infection only
AK4,Infection,8,Infection only
AKAP12,Infection,8,Infection only
ALPK1,Infection,8,Infection only
AP3B2,Infection,8,Infection only
APBB1,Infection,8,Infection only
APBB2,Infection,8,Infection only
APOL6,Infection,8,Infection only
AR,Infection,8,Infection only
ARHGAP29,Infection,8,Infection only
ASF1A,Infection,8,Infection only
ASGR2,Infection,8,Infection only
ATP1A3,Infection,8,Infection only
ATP8B2,Infection,8,Infection only
AUTS2,Infection,8,Infection only
AXIN2,Infection,8,Infection only
AZIN2,Infection,8,Infection only
C10orf2,Infection,8,Infection only
C11orf63,Infection,8,Infection only
C14orf132,Infection,8,Infection only
C1orf122,Infection,8,Infection only
C1orf159,Infection,8,Infection only
C20orf24,Infection,8,Infection only
C21orf62-AS1,Infection,8,Infection only
C2orf44,Infection,8,Infection only
C7orf34,Infection,8,Infection only
C7orf60,Infection,8,Infection only
C7orf61,Infection,8,Infection only
CACTIN,Infection,8,Infection only
CAMK2N1,Infection,8,Infection only
CAPN13,Infection,8,Infection only
CAPZA2,Infection,8,Infection only
CARD16,Infection,8,Infection only
CARD9,Infection,8,Infection only
CASC5,Infection,8,Infection only
CCDC152,Infection,8,Infection only
CCNL1,Infection,8,Infection only
CD2,Infection,8,Infection only
CD200R1,Infection,8,Infection only
CDC25B,Infection,8,Infection only
CDC25C,Infection,8,Infection only
CDK10,Infection,8,Infection only
CDT1,Infection,8,Infection only
CENPW,Infection,8,Infection only
CHCHD6,Infection,8,Infection only
CLEC1B,Infection,8,Infection only
CLRN1,Infection,8,Infection only
CLUH,Infection,8,Infection only
CNTLN,Infection,8,Infection only
COQ10B,Infection,8,Infection only
CPEB1-AS1,Infection,8,Infection only
CPSF1,Infection,8,Infection only
CREB5,Infection,8,Infection only
CROCC,Infection,8,Infection only
CTBS,Infection,8,Infection only
CYP19A1,Infection,8,Infection only
CYP1A2,Infection,8,Infection only
CYSTM1,Infection,8,Infection only
DCP1B,Infection,8,Infection only
DDIT3,Infection,8,Infection only
DEPDC1,Infection,8,Infection only
DGCR5,Infection,8,Infection only
DLEU2,Infection,8,Infection only
DLL4,Infection,8,Infection only
DNAJA3,Infection,8,Infection only
DOLK,Infection,8,Infection only
DPH3,Infection,8,Infection only
DUOX1,Infection,8,Infection only
DUSP14,Infection,8,Infection only
DVL1,Infection,8,Infection only
EDARADD,Infection,8,Infection only
EEF1G,Infection,8,Infection only
EGLN1,Infection,8,Infection only
EHF,Infection,8,Infection only
ELOVL3,Infection,8,Infection only
ENG,Infection,8,Infection only
EP300-AS1,Infection,8,Infection only
EREG,Infection,8,Infection only
ESCO2,Infection,8,Infection only
ETV5,Infection,8,Infection only
EVC,Infection,8,Infection only
FAM102A,Infection,8,Infection only
FAM153A,Infection,8,Infection only
FAM153B,Infection,8,Infection only
FAM171A1,Infection,8,Infection only
FAM19A1,Infection,8,Infection only
FAM19A2,Infection,8,Infection only
FAM209B,Infection,8,Infection only
FAM46A,Infection,8,Infection only
FAM49B,Infection,8,Infection only
FAM64A,Infection,8,Infection only
FAM89A,Infection,8,Infection only
FASN,Infection,8,Infection only
FBLN7,Infection,8,Infection only
FBXL16,Infection,8,Infection only
FCHO2,Infection,8,Infection only
FGD4,Infection,8,Infection only
FGFRL1,Infection,8,Infection only
FLJ41278,Infection,8,Infection only
GABRR2,Infection,8,Infection only
GADD45G,Infection,8,Infection only
GALNT14,Infection,8,Infection only
GBP1P1,Infection,8,Infection only
GIPC1,Infection,8,Infection only
GPER1,Infection,8,Infection only
GPR141,Infection,8,Infection only
GPR174,Infection,8,Infection only
GRIK4,Infection,8,Infection only
GUSBP9,Infection,8,Infection only
H1F0,Infection,8,Infection only
HESX1,Infection,8,Infection only
HIF1A-AS2,Infection,8,Infection only
HIST1H2BE,Infection,8,Infection only
HIST1H4D,Infection,8,Infection only
HSPG2,Infection,8,Infection only
HTRA3,Infection,8,Infection only
IFIT5,Infection,8,Infection only
IFT20,Infection,8,Infection only
IGFBP7,Infection,8,Infection only
IKZF2,Infection,8,Infection only
IL11RA,Infection,8,Infection only
IL17RB,Infection,8,Infection only
IL21R,Infection,8,Infection only
IL21R-AS1,Infection,8,Infection only
IL4,Infection,8,Infection only
INF2,Infection,8,Infection only
INO80B,Infection,8,Infection only
INSC,Infection,8,Infection only
ITPRIPL1,Infection,8,Infection only
KCNE1,Infection,8,Infection only
KCTD1,Infection,8,Infection only
KIAA1671,Infection,8,Infection only
KIFC2,Infection,8,Infection only
KLHL3,Infection,8,Infection only
KLRG1,Infection,8,Infection only
KRI1,Infection,8,Infection only
KRT5,Infection,8,Infection only
LAMTOR5,Infection,8,Infection only
LAT,Infection,8,Infection only
LDLR,Infection,8,Infection only
LEF1,Infection,8,Infection only
LEF1-AS1,Infection,8,Infection only
LINC00649,Infection,8,Infection only
LINC00950,Infection,8,Infection only
LINC01176,Infection,8,Infection only
LINC01191,Infection,8,Infection only
LINC01270,Infection,8,Infection only
LINC01281,Infection,8,Infection only
LINC01300,Infection,8,Infection only
LINC01336,Infection,8,Infection only
LINC01355,Infection,8,Infection only
LINC01410,Infection,8,Infection only
LINC01578,Infection,8,Infection only
LMTK3,Infection,8,Infection only
LOC100129940,Infection,8,Infection only
LOC100268168,Infection,8,Infection only
LOC100288846,Infection,8,Infection only
LOC100289333,Infection,8,Infection only
LOC100506274,Infection,8,Infection only
LOC101243545,Infection,8,Infection only
LOC101928696,Infection,8,Infection only
LOC101929241,Infection,8,Infection only
LOC102723704,Infection,8,Infection only
LOC102724323,Infection,8,Infection only
LOC399715,Infection,8,Infection only
LONP1,Infection,8,Infection only
LRRC36,Infection,8,Infection only
LTBP4,Infection,8,Infection only
M1AP,Infection,8,Infection only
MAFA-AS1,Infection,8,Infection only
MAFG,Infection,8,Infection only
MAN1C1,Infection,8,Infection only
MANEAL,Infection,8,Infection only
MAP4K1,Infection,8,Infection only
MCTP2,Infection,8,Infection only
MDS2,Infection,8,Infection only
MEG3,Infection,8,Infection only
METTL9,Infection,8,Infection only
MIR103A2,Infection,8,Infection only
MIR1255A,Infection,8,Infection only
MIR181A1HG,Infection,8,Infection only
MIR4435-2HG,Infection,8,Infection only
MMACHC,Infection,8,Infection only
MMADHC,Infection,8,Infection only
MMP19,Infection,8,Infection only
MRC2,Infection,8,Infection only
MS4A4A,Infection,8,Infection only
MSRB2,Infection,8,Infection only
MSX2P1,Infection,8,Infection only
MYO1B,Infection,8,Infection only
N4BP3,Infection,8,Infection only
N6AMT1,Infection,8,Infection only
NAMPT,Infection,8,Infection only
NCAPG,Infection,8,Infection only
NOSTRIN,Infection,8,Infection only
NPTXR,Infection,8,Infection only
NSUN7,Infection,8,Infection only
NUSAP1,Infection,8,Infection only
OLAH,Infection,8,Infection only
OLFM2,Infection,8,Infection only
PAPLN,Infection,8,Infection only
PARP12,Infection,8,Infection only
PARP14,Infection,8,Infection only
PASK,Infection,8,Infection only
PCP4L1,Infection,8,Infection only
PDE6B,Infection,8,Infection only
PFN1P2,Infection,8,Infection only
PGD,Infection,8,Infection only
PHF21A,Infection,8,Infection only
PHTF1,Infection,8,Infection only
PIDD1,Infection,8,Infection only
PIP,Infection,8,Infection only
PLEKHG4,Infection,8,Infection only
PLIN5,Infection,8,Infection only
PNPLA1,Infection,8,Infection only
POLR2J3,Infection,8,Infection only
POLRMT,Infection,8,Infection only
POMP,Infection,8,Infection only
PRDM5,Infection,8,Infection only
PRG1,Infection,8,Infection only
PRKACB,Infection,8,Infection only
PRKAG2-AS1,Infection,8,Infection only
PTPN14,Infection,8,Infection only
PXK,Infection,8,Infection only
PXMP4,Infection,8,Infection only
RALGAPA2,Infection,8,Infection only
RARG,Infection,8,Infection only
RASGEF1A,Infection,8,Infection only
RCAN3,Infection,8,Infection only
RECK,Infection,8,Infection only
RELL1,Infection,8,Infection only
RETN,Infection,8,Infection only
RIT1,Infection,8,Infection only
RLTPR,Infection,8,Infection only
RNF149,Infection,8,Infection only
RNU4ATAC,Infection,8,Infection only
ROBO3,Infection,8,Infection only
RPL23AP87,Infection,8,Infection only
RPTOR,Infection,8,Infection only
RRP7BP,Infection,8,Infection only
RTN3,Infection,8,Infection only
RTP4,Infection,8,Infection only
SARDH,Infection,8,Infection only
SBK1,Infection,8,Infection only
SCART1,Infection,8,Infection only
SDC1,Infection,8,Infection only
SDC3,Infection,8,Infection only
SEMA4G,Infection,8,Infection only
SEPT4,Infection,8,Infection only
SERPINB10,Infection,8,Infection only
SESN2,Infection,8,Infection only
SGCB,Infection,8,Infection only
SH3GLB1,Infection,8,Infection only
SH3PXD2A,Infection,8,Infection only
SLC16A13,Infection,8,Infection only
SLCO4A1,Infection,8,Infection only
SNORD16,Infection,8,Infection only
SNORD99,Infection,8,Infection only
SORBS3,Infection,8,Infection only
SPEF2,Infection,8,Infection only
SRGAP3,Infection,8,Infection only
SRPK1,Infection,8,Infection only
STMN3,Infection,8,Infection only
SUCNR1,Infection,8,Infection only
TARP,Infection,8,Infection only
TBC1D30,Infection,8,Infection only
TBC1D4,Infection,8,Infection only
TCN2,Infection,8,Infection only
TDRD9,Infection,8,Infection only
TFR2,Infection,8,Infection only
THNSL1,Infection,8,Infection only
TIFA,Infection,8,Infection only
TLR10,Infection,8,Infection only
TMEM204,Infection,8,Infection only
TMEM25,Infection,8,Infection only
TMEM55A,Infection,8,Infection only
TMEM56,Infection,8,Infection only
TMSB4X,Infection,8,Infection only
TNFSF11,Infection,8,Infection only
TOR1AIP2,Infection,8,Infection only
TRIM6,Infection,8,Infection only
TSC22D3,Infection,8,Infection only
TSHZ2,Infection,8,Infection only
TTK,Infection,8,Infection only
TUFT1,Infection,8,Infection only
TULP2,Infection,8,Infection only
UCHL1,Infection,8,Infection only
UGCG,Infection,8,Infection only
UNQ6494,Infection,8,Infection only
UPB1,Infection,8,Infection only
USP3-AS1,Infection,8,Infection only
VSIG4,Infection,8,Infection only
WDFY3-AS2,Infection,8,Infection only
WDR31,Infection,8,Infection only
ZDHHC19,Infection,8,Infection only
ZFAND2A,Infection,8,Infection only
ZFAND5,Infection,8,Infection only
ZNF132,Infection,8,Infection only
ZNF17,Infection,8,Infection only
ZNF232,Infection,8,Infection only
ZNF248,Infection,8,Infection only
ZNF480,Infection,8,Infection only
ZNF540,Infection,8,Infection only
ZNF578,Infection,8,Infection only
ZNF586,Infection,8,Infection only
ZNF608,Infection,8,Infection only
ZNF696,Infection,8,Infection only
ZNF777,Infection,8,Infection only
ZNF80,Infection,8,Infection only
ZNF876P,Infection,8,Infection only
C4orf45,Vaccination,8,Vaccination only
C4orf45,Vaccination,8,Infection and vaccination
CAPN13,Infection,8,Infection and vaccination
CDC25C,Infection,8,Infection and vaccination
EREG,Infection,8,Infection and vaccination
GBP1P1,Infection,8,Infection and vaccination
DDIT3,Infection,8,Infection and vaccination
DEPDC1,Infection,8,Infection and vaccination
ESCO2,Infection,8,Infection and vaccination
FAM64A,Infection,8,Infection and vaccination
LDLR,Infection,8,Infection and vaccination
MEG3,Infection,8,Infection and vaccination
ABHD12B,Infection,8,Infection and vaccination
MIR1255A,Infection,8,Infection and vaccination
PCP4L1,Infection,8,Infection and vaccination
UCHL1,Infection,8,Infection and vaccination
AKAP12,Infection,8,Infection and vaccination
AP3B2,Infection,8,Infection and vaccination
CDT1,Infection,8,Infection and vaccination
DLL4,Infection,8,Infection and vaccination
ELOVL3,Infection,8,Infection and vaccination
GALNT14,Infection,8,Infection and vaccination
HESX1,Infection,8,Infection and vaccination
HTRA3,Infection,8,Infection and vaccination
LINC01300,Infection,8,Infection and vaccination
PLIN5,Infection,8,Infection and vaccination
PTPN14,Infection,8,Infection and vaccination
SDC1,Infection,8,Infection and vaccination
SDC3,Infection,8,Infection and vaccination
SNORD16,Infection,8,Infection and vaccination
TCN2,Infection,8,Infection and vaccination
TNFSF11,Infection,8,Infection and vaccination
TTK,Infection,8,Infection and vaccination
ALPK1,Infection,8,Infection and vaccination
APBB2,Infection,8,Infection and vaccination
AR,Infection,8,Infection and vaccination
ARHGAP29,Infection,8,Infection and vaccination
AUTS2,Infection,8,Infection and vaccination
C20orf24,Infection,8,Infection and vaccination
C21orf62-AS1,Infection,8,Infection and vaccination
CLEC1B,Infection,8,Infection and vaccination
CPEB1-AS1,Infection,8,Infection and vaccination
CYP19A1,Infection,8,Infection and vaccination
