"","...1","condition","genes"
"477",477,"PANDEMRIX (D1)","CACNA1I"
"478",478,"PANDEMRIX (D1)","CACNA2D2"
"479",479,"PANDEMRIX (D1)","CARD16"
"480",480,"PANDEMRIX (D1)","CD28"
"481",481,"PANDEMRIX (D1)","CD38"
"482",482,"PANDEMRIX (D1)","DOCK4"
"483",483,"PANDEMRIX (D1)","EEF2"
"484",484,"PANDEMRIX (D1)","ENO2"
"485",485,"PANDEMRIX (D1)","FGFBP2"
"486",486,"PANDEMRIX (D1)","HDAC4"
"487",487,"PANDEMRIX (D1)","IGFBP3"
"488",488,"PANDEMRIX (D1)","IL11RA"
"489",489,"PANDEMRIX (D1)","KIF21B"
"490",490,"PANDEMRIX (D1)","LIM2"
"491",491,"PANDEMRIX (D1)","LOC100505915"
"492",492,"PANDEMRIX (D1)","LPAR1"
"493",493,"PANDEMRIX (D1)","MCOLN2"
"494",494,"PANDEMRIX (D1)","MXI1"
"495",495,"PANDEMRIX (D1)","NETO2"
"496",496,"PANDEMRIX (D1)","NLRP1"
"497",497,"PANDEMRIX (D1)","OPTN"
"498",498,"PANDEMRIX (D1)","PRSS23"
"499",499,"PANDEMRIX (D1)","PYCR1"
"500",500,"PANDEMRIX (D1)","SYNE1"
"501",501,"PANDEMRIX (D1)","SYNM"
"502",502,"PANDEMRIX (D1)","TBX21"
"503",503,"PANDEMRIX (D1)","TNFRSF1A"
"504",504,"PANDEMRIX (D1)","VPS37A"
"505",505,"INACTIVATED INFLUENZA (D0)","AAK1"
"506",506,"INACTIVATED INFLUENZA (D0)","AGAP4"
"507",507,"INACTIVATED INFLUENZA (D0)","ALDOB"
"508",508,"INACTIVATED INFLUENZA (D0)","ARRDC5"
"509",509,"INACTIVATED INFLUENZA (D0)","CD248"
"510",510,"INACTIVATED INFLUENZA (D0)","CSAD"
"511",511,"INACTIVATED INFLUENZA (D0)","EP300"
"512",512,"INACTIVATED INFLUENZA (D0)","FCGBP"
"513",513,"INACTIVATED INFLUENZA (D0)","GTPBP3"
"514",514,"INACTIVATED INFLUENZA (D0)","IQSEC1"
"515",515,"INACTIVATED INFLUENZA (D0)","LINC01089"
"516",516,"INACTIVATED INFLUENZA (D0)",NA
"517",517,"INACTIVATED INFLUENZA (D0)","LRRN3"
"518",518,"INACTIVATED INFLUENZA (D0)","NAA16"
"519",519,"INACTIVATED INFLUENZA (D0)","NPIPA1"
"520",520,"INACTIVATED INFLUENZA (D0)","NPIPB15"
"521",521,"INACTIVATED INFLUENZA (D0)","NSUN5P1"
"522",522,"INACTIVATED INFLUENZA (D0)","PDE7A"
"523",523,"INACTIVATED INFLUENZA (D0)","PPTC7"
"524",524,"INACTIVATED INFLUENZA (D0)","RAI1"
"525",525,"INACTIVATED INFLUENZA (D0)","SNORD4A"
"526",526,"INACTIVATED INFLUENZA (D0)","SREBF1"
"527",527,"INACTIVATED INFLUENZA (D0)","TUT4"
"528",528,"HEPATITIS B SURFACE ANTIGEN (D0)","ABCA13"
"529",529,"HEPATITIS B SURFACE ANTIGEN (D0)","ARG1"
"530",530,"HEPATITIS B SURFACE ANTIGEN (D0)","BPI"
"531",531,"HEPATITIS B SURFACE ANTIGEN (D0)","CAMP"
"532",532,"HEPATITIS B SURFACE ANTIGEN (D0)","CEACAM8"
"533",533,"HEPATITIS B SURFACE ANTIGEN (D0)","CPA3"
"534",534,"HEPATITIS B SURFACE ANTIGEN (D0)","CRISP3"
"535",535,"HEPATITIS B SURFACE ANTIGEN (D0)","DEFA1B"
"536",536,"HEPATITIS B SURFACE ANTIGEN (D0)","DEFA4"
"537",537,"HEPATITIS B SURFACE ANTIGEN (D0)","DNM1P46"
"538",538,"HEPATITIS B SURFACE ANTIGEN (D0)","FOLR3"
"539",539,"HEPATITIS B SURFACE ANTIGEN (D0)","LTF"
"540",540,"HEPATITIS B SURFACE ANTIGEN (D0)","MMP8"
"541",541,"HEPATITIS B SURFACE ANTIGEN (D0)","MS4A3"
"542",542,"HEPATITIS B SURFACE ANTIGEN (D0)","OLR1"
"543",543,"HEPATITIS B SURFACE ANTIGEN (D0)","RNASE3"
"544",544,"HEPATITIS B SURFACE ANTIGEN (D0)","SLPI"
"545",545,"HEPATITIS B SURFACE ANTIGEN (D0)","TCN1"
"546",546,"HEPATITIS B SURFACE ANTIGEN (D0)","TKTL1"
"547",547,"HEPATITIS B SURFACE ANTIGEN (D28)","ALAS2"
"548",548,"HEPATITIS B SURFACE ANTIGEN (D28)","DCAF12"
"549",549,"HEPATITIS B SURFACE ANTIGEN (D28)","FAM210B"
"550",550,"HEPATITIS B SURFACE ANTIGEN (D28)","GYPA"
"551",551,"HEPATITIS B SURFACE ANTIGEN (D28)","MBNL3"
"552",552,"HEPATITIS B SURFACE ANTIGEN (D28)","RPS26"
"553",553,"HEPATITIS B SURFACE ANTIGEN (D28)","RPS26P11"
"554",554,"HEPATITIS B SURFACE ANTIGEN (D28)","SLC25A37"
"555",555,"HEPATITIS B SURFACE ANTIGEN (D28)","SLC4A1"
"556",556,"HEPATITIS B SURFACE ANTIGEN (D28)","SNCA"
"557",557,"HEPATITIS B SURFACE ANTIGEN (D28)","STRADB"
"558",558,"HEPATITIS B SURFACE ANTIGEN (D28)","ANXA3"
"559",559,"HEPATITIS B SURFACE ANTIGEN (D28)","ARG1"
"560",560,"HEPATITIS B SURFACE ANTIGEN (D28)","DLX4"
"561",561,"HEPATITIS B SURFACE ANTIGEN (D28)","CAMP"
"562",562,"HEPATITIS B SURFACE ANTIGEN (D28)","CCL4"
"563",563,"HEPATITIS B SURFACE ANTIGEN (D28)","CEACAM8"
"564",564,"HEPATITIS B SURFACE ANTIGEN (D28)","CRISP3"
"565",565,"HEPATITIS B SURFACE ANTIGEN (D28)","DEFA1B"
"566",566,"HEPATITIS B SURFACE ANTIGEN (D28)","DEFA4"
"567",567,"HEPATITIS B SURFACE ANTIGEN (D28)","DOCK4"
"568",568,"HEPATITIS B SURFACE ANTIGEN (D28)","FOLR3"
"569",569,"HEPATITIS B SURFACE ANTIGEN (D28)","LTF"
"570",570,"HEPATITIS B SURFACE ANTIGEN (D28)","MMP8"
"571",571,"HEPATITIS B SURFACE ANTIGEN (D28)","MS4A3"
"572",572,"HEPATITIS B SURFACE ANTIGEN (D28)","OLR1"
"573",573,"HEPATITIS B SURFACE ANTIGEN (D28)","TCN1"
"574",574,"HEPATITIS B SURFACE ANTIGEN (D28)","TKTL1"
"575",575,"HEPATITIS B SURFACE ANTIGEN (D3)","ANXA3"
"576",576,"HEPATITIS B SURFACE ANTIGEN (D3)","ARG1"
"577",577,"HEPATITIS B SURFACE ANTIGEN (D3)",NA
"578",578,"HEPATITIS B SURFACE ANTIGEN (D3)","DLX4"
"579",579,"HEPATITIS B SURFACE ANTIGEN (D3)","CCL4"
"580",580,"HEPATITIS B SURFACE ANTIGEN (D3)","CEACAM8"
"581",581,"HEPATITIS B SURFACE ANTIGEN (D3)","CRISP3"
"582",582,"HEPATITIS B SURFACE ANTIGEN (D3)","CXCL8"
"583",583,"HEPATITIS B SURFACE ANTIGEN (D3)","DEFA1B"
"584",584,"HEPATITIS B SURFACE ANTIGEN (D3)","DEFA4"
"585",585,"HEPATITIS B SURFACE ANTIGEN (D3)","F3"
"586",586,"HEPATITIS B SURFACE ANTIGEN (D3)","FOLR3"
"587",587,"HEPATITIS B SURFACE ANTIGEN (D3)","KISS1R"
"588",588,"HEPATITIS B SURFACE ANTIGEN (D3)","IFNG"
"589",589,"HEPATITIS B SURFACE ANTIGEN (D3)","IL1RN"
"590",590,"HEPATITIS B SURFACE ANTIGEN (D3)","IL23A"
"591",591,"HEPATITIS B SURFACE ANTIGEN (D3)","IRAK2"
"592",592,"HEPATITIS B SURFACE ANTIGEN (D3)","KCNJ2"
"593",593,"HEPATITIS B SURFACE ANTIGEN (D3)","KCNJ2-AS1"
"594",594,"HEPATITIS B SURFACE ANTIGEN (D3)","KMO"
"595",595,"HEPATITIS B SURFACE ANTIGEN (D3)","LACC1"
"596",596,"HEPATITIS B SURFACE ANTIGEN (D3)","LTF"
"597",597,"HEPATITIS B SURFACE ANTIGEN (D3)","MIR3945HG"
"598",598,"HEPATITIS B SURFACE ANTIGEN (D3)","MMP8"
"599",599,"HEPATITIS B SURFACE ANTIGEN (D3)","MS4A3"
"600",600,"HEPATITIS B SURFACE ANTIGEN (D3)","RIN2"
"601",601,"HEPATITIS B SURFACE ANTIGEN (D3)","RNASE3"
"602",602,"HEPATITIS B SURFACE ANTIGEN (D3)","SERPINB2"
"603",603,"HEPATITIS B SURFACE ANTIGEN (D3)","TCN1"
"604",604,"HEPATITIS B SURFACE ANTIGEN (D3)","TKTL1"
"605",605,"HEPATITIS B SURFACE ANTIGEN (D3)","TNF"
"606",606,"HEPATITIS B SURFACE ANTIGEN (D3)","TNFAIP6"
"607",607,"HEPATITIS B SURFACE ANTIGEN (D3)","ZC3H12C"
"608",608,"HEPATITIS B SURFACE ANTIGEN (D35)",NA
"609",609,"HEPATITIS B SURFACE ANTIGEN (D35)","DLX4"
"610",610,"HEPATITIS B SURFACE ANTIGEN (D35)","CCL4"
"611",611,"HEPATITIS B SURFACE ANTIGEN (D35)","CEACAM8"
"612",612,"HEPATITIS B SURFACE ANTIGEN (D35)","CRISP3"
"613",613,"HEPATITIS B SURFACE ANTIGEN (D35)","CXCL10"
"614",614,"HEPATITIS B SURFACE ANTIGEN (D35)","DEFA1B"
"615",615,"HEPATITIS B SURFACE ANTIGEN (D35)","DEFA4"
"616",616,"HEPATITIS B SURFACE ANTIGEN (D35)","FCGR1A"
"617",617,"HEPATITIS B SURFACE ANTIGEN (D35)","FCGR1BP"
"618",618,"HEPATITIS B SURFACE ANTIGEN (D35)","IFNG"
"619",619,"HEPATITIS B SURFACE ANTIGEN (D35)","LTF"
"620",620,"HEPATITIS B SURFACE ANTIGEN (D35)","MMP8"
"621",621,"HEPATITIS B SURFACE ANTIGEN (D35)","SERPING1"
"622",622,"HEPATITIS B SURFACE ANTIGEN (D35)","TCN1"
"623",623,"HEPATITIS B SURFACE ANTIGEN (D35)","TKTL1"
"624",624,"HEPATITIS B SURFACE ANTIGEN (D35)","ABCA13"
"625",625,"HEPATITIS B SURFACE ANTIGEN (D35)","ANXA3"
"626",626,"HEPATITIS B SURFACE ANTIGEN (D35)","ARG1"
"627",627,"HEPATITIS B SURFACE ANTIGEN (D35)","BPI"
"628",628,"HEPATITIS B SURFACE ANTIGEN (D35)","CEACAM1"
"629",629,"HEPATITIS B SURFACE ANTIGEN (D35)","FOLR3"
"630",630,"HEPATITIS B SURFACE ANTIGEN (D35)","MS4A3"
"631",631,"TWINRIX (D0)","AADACL3"
"632",632,"TWINRIX (D0)","AAMDC"
"633",633,"TWINRIX (D0)","ABCB5"
"634",634,"TWINRIX (D0)","ABCC6"
"635",635,"TWINRIX (D0)","ABHD2"
"636",636,"TWINRIX (D0)","ABL2"
"637",637,"TWINRIX (D0)","ACADS"
"638",638,"TWINRIX (D0)","ADAM12"
"639",639,"TWINRIX (D0)","ADAM17"
"640",640,"TWINRIX (D0)","ADAMTSL2"
"641",641,"TWINRIX (D0)","ADAP2"
"642",642,"TWINRIX (D0)","ADCY9"
"643",643,"TWINRIX (D0)","ADGRE2"
"644",644,"TWINRIX (D0)","ADGRF3"
"645",645,"TWINRIX (D0)","ADORA3"
"646",646,"TWINRIX (D0)","AFDN"
"647",647,"TWINRIX (D0)","AFF1"
"648",648,"TWINRIX (D0)","AFF2"
"649",649,"TWINRIX (D0)","AFMID"
"650",650,"TWINRIX (D0)","AGBL1"
"651",651,"TWINRIX (D0)","AGFG1"
"652",652,"TWINRIX (D0)","AGMO"
"653",653,"TWINRIX (D0)","AGPAT4"
"654",654,"TWINRIX (D0)","AGPS"
"655",655,"TWINRIX (D0)","AGRN"
"656",656,"TWINRIX (D0)","AGTPBP1"
"657",657,"TWINRIX (D0)","AIF1"
"658",658,"TWINRIX (D0)","AKR1B15"
"659",659,"TWINRIX (D0)","AKR7A3"
"660",660,"TWINRIX (D0)","ALDH3B1"
"661",661,"TWINRIX (D0)","ALYREF"
"662",662,"TWINRIX (D0)","ANAPC11"
"663",663,"TWINRIX (D0)","ANGPT1"
"664",664,"TWINRIX (D0)","ANKRD11"
"665",665,"TWINRIX (D0)","ANKRD50"
"666",666,"TWINRIX (D0)","ANO10"
"667",667,"TWINRIX (D0)","ANOS1"
"668",668,"TWINRIX (D0)","ANXA5"
"669",669,"TWINRIX (D0)","ANXA8"
"670",670,"TWINRIX (D0)","ANXA8L1"
"671",671,"TWINRIX (D0)","APLP2"
"672",672,"TWINRIX (D0)","APOA1"
"673",673,"TWINRIX (D0)","APOL6"
"674",674,"TWINRIX (D0)","APP"
"675",675,"TWINRIX (D0)","ARF5"
"676",676,"TWINRIX (D0)","ARHGEF10L"
"677",677,"TWINRIX (D0)","ARHGEF37"
"678",678,"TWINRIX (D0)","ARL11"
"679",679,"TWINRIX (D0)","ARPC4-TTLL3"
"680",680,"TWINRIX (D0)","ARSA"
"681",681,"TWINRIX (D0)","ART1"
"682",682,"TWINRIX (D0)","ASCL2"
"683",683,"TWINRIX (D0)","ASRGL1"
"684",684,"TWINRIX (D0)","ATF6"
"685",685,"TWINRIX (D0)","ATF7"
"686",686,"TWINRIX (D0)","ATP11A-AS1"
"687",687,"TWINRIX (D0)","ATP5MF"
"688",688,"TWINRIX (D0)","ATP5MF-PTCD1"
"689",689,"TWINRIX (D0)","ATP8A2"
"690",690,"TWINRIX (D0)","ATP8B3"
"691",691,"TWINRIX (D0)","AZU1"
"692",692,"TWINRIX (D0)","B4GALNT2"
"693",693,"TWINRIX (D0)","BAHCC1"
"694",694,"TWINRIX (D0)","BAK1"
"695",695,"TWINRIX (D0)","BAZ2A"
"696",696,"TWINRIX (D0)","BAZ2B"
"697",697,"TWINRIX (D0)","BBS7"
"698",698,"TWINRIX (D0)","BEAN1"
"699",699,"TWINRIX (D0)","BEND7"
"700",700,"TWINRIX (D0)","BOD1L1"
"701",701,"TWINRIX (D0)","BPESC1"
"702",702,"TWINRIX (D0)","BPI"
"703",703,"TWINRIX (D0)","BRD7"
"704",704,"TWINRIX (D0)","BTN3A1"
"705",705,"TWINRIX (D0)","BUB1B"
"706",706,"TWINRIX (D0)","C22orf23"
"707",707,"TWINRIX (D0)","C3AR1"
"708",708,"TWINRIX (D0)","C6orf136"
"709",709,"TWINRIX (D0)","C7orf50"
"710",710,"TWINRIX (D0)","LINC02913"
"711",711,"TWINRIX (D0)","CA14"
"712",712,"TWINRIX (D0)","CABIN1"
"713",713,"TWINRIX (D0)","CACUL1"
"714",714,"TWINRIX (D0)","CAD"
"715",715,"TWINRIX (D0)","CALML4"
"716",716,"TWINRIX (D0)","CAMP"
"717",717,"TWINRIX (D0)","CAPG"
"718",718,"TWINRIX (D0)","CAPN1"
"719",719,"TWINRIX (D0)","CARD16"
"720",720,"TWINRIX (D0)","CASP10"
"721",721,"TWINRIX (D0)","CASQ1"
"722",722,"TWINRIX (D0)","CAVIN3"
"723",723,"TWINRIX (D0)","CBS"
"724",724,"TWINRIX (D0)","CBX2"
"725",725,"TWINRIX (D0)","CC2D2B"
"726",726,"TWINRIX (D0)","CCDC149"
"727",727,"TWINRIX (D0)","CFAP119"
"728",728,"TWINRIX (D0)","CCNB2"
"729",729,"TWINRIX (D0)","CD101"
"730",730,"TWINRIX (D0)","CD109"
"731",731,"TWINRIX (D0)","CD14"
"732",732,"TWINRIX (D0)","CD163"
"733",733,"TWINRIX (D0)","CD177"
"734",734,"TWINRIX (D0)","CD300E"
"735",735,"TWINRIX (D0)","CD63"
"736",736,"TWINRIX (D0)","CDC42BPA"
"737",737,"TWINRIX (D0)","CDC42EP4"
"738",738,"TWINRIX (D0)","CDCA8"
"739",739,"TWINRIX (D0)","CDH17"
"740",740,"TWINRIX (D0)","CDT1"
"741",741,"TWINRIX (D0)","CDX1"
"742",742,"TWINRIX (D0)","CEACAM21"
"743",743,"TWINRIX (D0)","CEACAM6"
"744",744,"TWINRIX (D0)","CEACAM8"
"745",745,"TWINRIX (D0)","CENPE"
"746",746,"TWINRIX (D0)","CEP63"
"747",747,"TWINRIX (D0)","CFAP46"
"748",748,"TWINRIX (D0)","CFAP73"
"749",749,"TWINRIX (D0)","CGAS"
"750",750,"TWINRIX (D0)",NA
"751",751,"TWINRIX (D0)","CHCHD2"
"752",752,"TWINRIX (D0)","CHD7"
"753",753,"TWINRIX (D0)","CHIT1"
"754",754,"TWINRIX (D0)","CILK1"
"755",755,"TWINRIX (D0)","CLEC7A"
"756",756,"TWINRIX (D0)","CLPS"
"757",757,"TWINRIX (D0)","CLTCL1"
"758",758,"TWINRIX (D0)","CMIP"
"759",759,"TWINRIX (D0)","CNRIP1"
"760",760,"TWINRIX (D0)","COG4"
"761",761,"TWINRIX (D0)","COL11A2"
"762",762,"TWINRIX (D0)","COL2A1"
"763",763,"TWINRIX (D0)","COL4A1"
"764",764,"TWINRIX (D0)","COL6A2"
"765",765,"TWINRIX (D0)","CORO2A"
"766",766,"TWINRIX (D0)","CPLANE1"
"767",767,"TWINRIX (D0)","CRCP"
"768",768,"TWINRIX (D0)","CRHBP"
"769",769,"TWINRIX (D0)","CRISP3"
"770",770,"TWINRIX (D0)","CSNK1D"
"771",771,"TWINRIX (D0)","CTNNA1"
"772",772,"TWINRIX (D0)","CTNNBIP1"
"773",773,"TWINRIX (D0)","CTSB"
"774",774,"TWINRIX (D0)","CTSG"
"775",775,"TWINRIX (D0)","CTTNBP2NL"
"776",776,"TWINRIX (D0)","CUX1"
"777",777,"TWINRIX (D0)","CYBB"
"778",778,"TWINRIX (D0)","CYP2C8"
"779",779,"TWINRIX (D0)","CYRIA"
"780",780,"TWINRIX (D0)","DAGLB"
"781",781,"TWINRIX (D0)","DCLRE1C"
"782",782,"TWINRIX (D0)","DDI1"
"783",783,"TWINRIX (D0)","DDX3Y"
"784",784,"TWINRIX (D0)","DDX6"
"785",785,"TWINRIX (D0)","DEFA1"
"786",786,"TWINRIX (D0)","DEFA1B"
"787",787,"TWINRIX (D0)","DEFA3"
"788",788,"TWINRIX (D0)","DEFA4"
"789",789,"TWINRIX (D0)","DENND1A"
"790",790,"TWINRIX (D0)","DGKG"
"791",791,"TWINRIX (D0)","DHRS4L2"
"792",792,"TWINRIX (D0)","DISP3"
"793",793,"TWINRIX (D0)","DLEU2"
"794",794,"TWINRIX (D0)","DLEU7"
"795",795,"TWINRIX (D0)","DLG4"
"796",796,"TWINRIX (D0)","DLG5"
"797",797,"TWINRIX (D0)","DLGAP5"
"798",798,"TWINRIX (D0)","DMXL2"
"799",799,"TWINRIX (D0)","DNAH12"
"800",800,"TWINRIX (D0)","DUSP3"
"801",801,"TWINRIX (D0)","DUSP7"
"802",802,"TWINRIX (D0)","DYNLT2B"
"803",803,"TWINRIX (D0)","EGF"
"804",804,"TWINRIX (D0)","EIF1AY"
"805",805,"TWINRIX (D0)","EIF2B3"
"806",806,"TWINRIX (D0)","ELANE"
"807",807,"TWINRIX (D0)","ELOVL3"
"808",808,"TWINRIX (D0)","EMC9"
"809",809,"TWINRIX (D0)","ENKD1"
"810",810,"TWINRIX (D0)","EPB41L3"
"811",811,"TWINRIX (D0)","EPB41L4A"
"812",812,"TWINRIX (D0)","EPHB2"
"813",813,"TWINRIX (D0)","EPS8L1"
"814",814,"TWINRIX (D0)","ERBB2"
"815",815,"TWINRIX (D0)","ERMAP"
"816",816,"TWINRIX (D0)","ESS2"
"817",817,"TWINRIX (D0)","ETV6"
"818",818,"TWINRIX (D0)","EVX1"
"819",819,"TWINRIX (D0)","EXOSC3"
"820",820,"TWINRIX (D0)","FAH"
"821",821,"TWINRIX (D0)","FAM114A1"
"822",822,"TWINRIX (D0)","FAM3B"
"823",823,"TWINRIX (D0)","FAM95B1"
"824",824,"TWINRIX (D0)","FCAR"
"825",825,"TWINRIX (D0)","FCER1G"
"826",826,"TWINRIX (D0)","FCHSD1"
"827",827,"TWINRIX (D0)","FCN1"
"828",828,"TWINRIX (D0)","FGD4"
"829",829,"TWINRIX (D0)","FGD6"
"830",830,"TWINRIX (D0)","FGF1"
"831",831,"TWINRIX (D0)","FGF18"
"832",832,"TWINRIX (D0)","FGG"
"833",833,"TWINRIX (D0)","FKBP9"
"834",834,"TWINRIX (D0)","NHSL1-AS1"
"835",835,"TWINRIX (D0)","FLYWCH2"
"836",836,"TWINRIX (D0)","FOLR2"
"837",837,"TWINRIX (D0)","FRMD7"
"838",838,"TWINRIX (D0)","FSTL3"
"839",839,"TWINRIX (D0)","FUCA2"
"840",840,"TWINRIX (D0)","FUOM"
"841",841,"TWINRIX (D0)","FXYD6"
"842",842,"TWINRIX (D0)","FYTTD1"
"843",843,"TWINRIX (D0)","GAB1"
"844",844,"TWINRIX (D0)","GBA1"
"845",845,"TWINRIX (D0)","GCM1"
"846",846,"TWINRIX (D0)","GCNT2"
"847",847,"TWINRIX (D0)","GFER"
"848",848,"TWINRIX (D0)","GLB1L"
"849",849,"TWINRIX (D0)","GLB1L3"
"850",850,"TWINRIX (D0)","GLMP"
"851",851,"TWINRIX (D0)","GM2A"
"852",852,"TWINRIX (D0)","GNA11"
"853",853,"TWINRIX (D0)","GNA14"
"854",854,"TWINRIX (D0)","GNAT1"
"855",855,"TWINRIX (D0)","GNG4"
"856",856,"TWINRIX (D0)","GPD2"
"857",857,"TWINRIX (D0)","GPN2"
"858",858,"TWINRIX (D0)","GPR107"
"859",859,"TWINRIX (D0)","GPR151"
"860",860,"TWINRIX (D0)","GPR84"
"861",861,"TWINRIX (D0)","GRK3"
"862",862,"TWINRIX (D0)","GSEC"
"863",863,"TWINRIX (D0)","GTF3C2"
"864",864,"TWINRIX (D0)","H2AZ2"
"865",865,"TWINRIX (D0)","H2BW1"
"866",866,"TWINRIX (D0)","H3C13"
"867",867,"TWINRIX (D0)","H3C14"
"868",868,"TWINRIX (D0)","H3C15"
"869",869,"TWINRIX (D0)","H4C1"
"870",870,"TWINRIX (D0)","H4C9"
"871",871,"TWINRIX (D0)","HAND2-AS1"
"872",872,"TWINRIX (D0)","HAUS2"
"873",873,"TWINRIX (D0)","HAUS6"
"874",874,"TWINRIX (D0)","HBZ"
"875",875,"TWINRIX (D0)","HCN2"
"876",876,"TWINRIX (D0)","HCN3"
"877",877,"TWINRIX (D0)","HEATR1"
"878",878,"TWINRIX (D0)","HEATR3"
"879",879,"TWINRIX (D0)","HEATR5A"
"880",880,"TWINRIX (D0)","HELZ2"
"881",881,"TWINRIX (D0)","HGF"
"882",882,"TWINRIX (D0)","HLA-A"
"883",883,"TWINRIX (D0)","HLA-DQA1"
"884",884,"TWINRIX (D0)","HLA-DRB4"
"885",885,"TWINRIX (D0)","HNMT"
"886",886,"TWINRIX (D0)","HOXB-AS3"
"887",887,"TWINRIX (D0)","HP"
"888",888,"TWINRIX (D0)","HPGDS"
"889",889,"TWINRIX (D0)","HPR"
"890",890,"TWINRIX (D0)","HPX"
"891",891,"TWINRIX (D0)","HS2ST1"
"892",892,"TWINRIX (D0)","HS3ST5"
"893",893,"TWINRIX (D0)","HSPA1B"
"894",894,"TWINRIX (D0)","HTRA1"
"895",895,"TWINRIX (D0)","IFI16"
"896",896,"TWINRIX (D0)","IFI27"
"897",897,"TWINRIX (D0)","IFI44"
"898",898,"TWINRIX (D0)","IFI44L"
"899",899,"TWINRIX (D0)","IFI6"
"900",900,"TWINRIX (D0)","IFIT3"
"901",901,"TWINRIX (D0)","IFITM3"
"902",902,"TWINRIX (D0)","IGF1R"
"903",903,"TWINRIX (D0)","IGSF21"
"904",904,"TWINRIX (D0)","IKBKG"
"905",905,"TWINRIX (D0)","IL34"
"906",906,"TWINRIX (D0)","IL5RA"
"907",907,"TWINRIX (D0)","INF2"
"908",908,"TWINRIX (D0)","INO80"
"909",909,"TWINRIX (D0)","INPPL1"
"910",910,"TWINRIX (D0)","INSR"
"911",911,"TWINRIX (D0)","IRF7"
"912",912,"TWINRIX (D0)","IRF9"
"913",913,"TWINRIX (D0)","ISG15"
"914",914,"TWINRIX (D0)","ITGA2B"
"915",915,"TWINRIX (D0)","ITGA9"
"916",916,"TWINRIX (D0)","ITGB3"
"917",917,"TWINRIX (D0)","ITIH3"
"918",918,"TWINRIX (D0)","JDP2"
"919",919,"TWINRIX (D0)","JPH4"
"920",920,"TWINRIX (D0)","KAAG1"
"921",921,"TWINRIX (D0)","KAT6A"
"922",922,"TWINRIX (D0)","KCNJ2"
"923",923,"TWINRIX (D0)","KCNQ1"
"924",924,"TWINRIX (D0)","KCNQ2"
"925",925,"TWINRIX (D0)","KCTD20"
"926",926,"TWINRIX (D0)","KDM5D"
"927",927,"TWINRIX (D0)","KIAA0319L"
"928",928,"TWINRIX (D0)","KIAA0825"
"929",929,"TWINRIX (D0)","KIAA2013"
"930",930,"TWINRIX (D0)","KIF18B"
"931",931,"TWINRIX (D0)","KIF5B"
"932",932,"TWINRIX (D0)","KIF9"
"933",933,"TWINRIX (D0)","KIR3DL1"
"934",934,"TWINRIX (D0)","KISS1R"
"935",935,"TWINRIX (D0)","KLHDC9"
"936",936,"TWINRIX (D0)","KLHL10"
"937",937,"TWINRIX (D0)","KLK10"
"938",938,"TWINRIX (D0)","KLK15"
"939",939,"TWINRIX (D0)","KPNA6"
"940",940,"TWINRIX (D0)","KPNB1"
"941",941,"TWINRIX (D0)","KRT37"
"942",942,"TWINRIX (D0)","KRT73"
"943",943,"TWINRIX (D0)","KTN1"
"944",944,"TWINRIX (D0)","KXD1"
"945",945,"TWINRIX (D0)","LACC1"
"946",946,"TWINRIX (D0)","LARP4B"
"947",947,"TWINRIX (D0)","LAS1L"
"948",948,"TWINRIX (D0)","LATS2"
"949",949,"TWINRIX (D0)","LAYN"
"950",950,"TWINRIX (D0)","LCN2"
"951",951,"TWINRIX (D0)","LDLRAD3"
"952",952,"TWINRIX (D0)","LFNG"
"953",953,"TWINRIX (D0)","LGALS12"
"954",954,"TWINRIX (D0)","LGALS3BP"
"955",955,"TWINRIX (D0)","LILRA6"
"956",956,"TWINRIX (D0)","LILRB1"
"957",957,"TWINRIX (D0)","LILRB4"
"958",958,"TWINRIX (D0)","CYTOR"
"959",959,"TWINRIX (D0)","LINC00301"
"960",960,"TWINRIX (D0)","LINC00588"
"961",961,"TWINRIX (D0)","LINC00900"
"962",962,"TWINRIX (D0)","LINC00901"
"963",963,"TWINRIX (D0)","RNF32-DT"
"964",964,"TWINRIX (D0)","LINC01168"
"965",965,"TWINRIX (D0)","LINC01270"
"966",966,"TWINRIX (D0)","LINC01305"
"967",967,"TWINRIX (D0)","LINC01503"
"968",968,"TWINRIX (D0)","LINC01686"
"969",969,"TWINRIX (D0)","LINC02649"
"970",970,"TWINRIX (D0)","LINC02724"
"971",971,"TWINRIX (D0)","LINGO2"
"972",972,"TWINRIX (D0)","LMOD3"
"973",973,"TWINRIX (D0)","EPB41L1-AS1"
"974",974,"TWINRIX (D0)","FMNL1-DT"
"975",975,"TWINRIX (D0)","NUDT16-DT"
"976",976,"TWINRIX (D0)","LOXL3"
"977",977,"TWINRIX (D0)","LOXL4"
"978",978,"TWINRIX (D0)","LRATD1"
"979",979,"TWINRIX (D0)","LRMDA"
"980",980,"TWINRIX (D0)","LRP1"
"981",981,"TWINRIX (D0)","LRRC71"
"982",982,"TWINRIX (D0)","LRRC75B"
"983",983,"TWINRIX (D0)","LRRK1"
"984",984,"TWINRIX (D0)","LRSAM1"
"985",985,"TWINRIX (D0)","LTF"
"986",986,"TWINRIX (D0)","LYPD4"
"987",987,"TWINRIX (D0)","LZTS3"
"988",988,"TWINRIX (D0)","MAD2L1"
"989",989,"TWINRIX (D0)","MAFG"
"990",990,"TWINRIX (D0)","TRAPPC14"
