"","condition","genes"
"4801","BNT-I-BNT (D51, severe)","IL10"
"4802","ChAd (V2, D1)","IL10"
"4803","ChAd (V2, D7)","IL10"
"4804","I (D1)","IL10"
"4805","I (D10, moderate)","IL10"
"4806","I (D10, severe)","IL10"
"4807","I (D26, moderate)","IL10"
"4808","I (D26, severe)","IL10"
"4809","I (D51, severe)","IL10"
"4810","ZF2001 (V3, D28)","IL10"
"4811","BNT-I (D10, mild)","IL10RB"
"4812","BNT-I (D10, severe)","IL10RB"
"4813","BNT-I (D26, mild)","IL10RB"
"4814","BNT-I (D1)","IL11"
"4815","BNT-I (D10, mild)","IL11"
"4816","BNT-I (D26, severe)","IL11"
"4817","BNT-I (D3)","IL11"
"4818","BNT-I (D51, severe)","IL11"
"4819","BNT-MO (V3, D1)","IL11"
"4820","ChAd (V2, D7)","IL11"
"4821","ChAd-BNT (V3, D1)","IL11"
"4822","I (D10, moderate)","IL11"
"4823","I (D26, severe)","IL11"
"4824","I (D51, moderate)","IL11"
"4825","I (D51, severe)","IL11"
"4826","I-I (D0)","IL11"
"4827","I-I (D1)","IL11"
"4828","I-I (D2)","IL11"
"4829","I-I (D3)","IL11"
"4830","ZF2001 (V3, D07)","IL11"
"4831","BNT-I (D10, severe)","IL12A"
"4832","BNT-I (D51, severe)","IL12A"
"4833","BNT-I-BNT (D51, severe)","IL12A"
"4834","I (D51, moderate)","IL12A"
"4835","I-I (D3)","IL12A"
"4836","BBIBP (V3, D07)","IL12B"
"4837","BBIBP (V3, D14)","IL12B"
"4838","BBIBP (V3, D28)","IL12B"
"4839","BNT-I (D10, mild)","IL12B"
"4840","BNT-I (D10, severe)","IL12B"
"4841","BNT-I (D26, mild)","IL12B"
"4842","BNT-I (D26, severe)","IL12B"
"4843","BNT-I (D51, severe)","IL12B"
"4844","BNT-I-BNT (D51, mild)","IL12B"
"4845","BNT-MO (V3, D1)","IL12B"
"4846","ChAd (V1, D3)","IL12B"
"4847","ChAd-BNT (V2, D7)","IL12B"
"4848","I (D10, severe)","IL12B"
"4849","I (D26, severe)","IL12B"
"4850","I (D51, moderate)","IL12B"
"4851","I (D51, severe)","IL12B"
"4852","I-I (D1)","IL12B"
"4853","I-I (D2)","IL12B"
"4854","I-I (D5)","IL12B"
"4855","ZF2001 (V3, D07)","IL12B"
"4856","ZF2001 (V3, D14)","IL12B"
"4857","ZF2001 (V3, D28)","IL12B"
"4858","BBIBP (V3, D14)","IL13"
"4859","BNT-I (D1)","IL13"
"4860","BNT-I (D2)","IL13"
"4861","BNT-I (D26, mild)","IL13"
"4862","BNT-I (D3)","IL13"
"4863","BNT-I (D51, severe)","IL13"
"4864","BNT-I-BNT (D51, severe)","IL13"
"4865","I (D1)","IL13"
"4866","I (D10, moderate)","IL13"
"4867","I (D10, severe)","IL13"
"4868","I (D51, moderate)","IL13"
"4869","I-I (D0)","IL13"
"4870","I-I (D1)","IL13"
"4871","I-I (D2)","IL13"
"4872","I-I (D3)","IL13"
"4873","ZF2001 (V3, D07)","IL13"
"4874","ZF2001 (V3, D14)","IL13"
"4875","BNT-I (D1)","IL15"
"4876","BNT-I (D10, mild)","IL15"
"4877","BNT-I (D10, severe)","IL15"
"4878","BNT-I (D26, mild)","IL15"
"4879","BNT-I-BNT (D51, mild)","IL15"
"4880","I (D10, moderate)","IL15"
"4881","I-I (D1)","IL15"
"4882","I-I (D5)","IL15"
"4883","I (D10, severe)","IL17RC"
"4884","I (D26, severe)","IL17RC"
"4885","BNT-I (D10, mild)","IL18RAP"
"4886","BNT-I (D10, severe)","IL18RAP"
"4887","BNT-I (D26, mild)","IL18RAP"
"4888","BNT-I (D26, severe)","IL18RAP"
"4889","BNT-I-BNT (D51, mild)","IL18RAP"
"4890","I (D1)","IL18RAP"
"4891","I (D10, moderate)","IL18RAP"
"4892","I (D10, severe)","IL18RAP"
"4893","I (D26, moderate)","IL18RAP"
"4894","I (D26, severe)","IL18RAP"
"4895","I (D51, severe)","IL18RAP"
"4896","BNT-I (D10, mild)","IL1R1"
"4897","BNT-I (D10, severe)","IL1R1"
"4898","BNT-I (D26, mild)","IL1R1"
"4899","BNT-I (D26, severe)","IL1R1"
"4900","BNT-I (D51, severe)","IL1R1"
"4901","I (D10, moderate)","IL1R1"
"4902","I (D10, severe)","IL1R1"
"4903","I (D26, moderate)","IL1R1"
"4904","I (D26, severe)","IL1R1"
"4905","I (D51, severe)","IL1R1"
"4906","I-I (D0)","IL1R1"
"4907","I-I (D1)","IL1R1"
"4908","I-I (D3)","IL1R1"
"4909","BNT-I (D10, mild)","IL1R2"
"4910","BNT-I (D10, severe)","IL1R2"
"4911","BNT-I (D26, mild)","IL1R2"
"4912","BNT-I (D26, severe)","IL1R2"
"4913","BNT-I (D3)","IL1R2"
"4914","BNT-I (D51, severe)","IL1R2"
"4915","BNT-I-BNT (D51, mild)","IL1R2"
"4916","ChAd (V1, D3)","IL1R2"
"4917","ChAd (V2, D7)","IL1R2"
"4918","ChAd-BNT (V2, D3)","IL1R2"
"4919","ChAd-BNT (V2, D7)","IL1R2"
"4920","I (D10, moderate)","IL1R2"
"4921","I (D10, severe)","IL1R2"
"4922","I (D26, moderate)","IL1R2"
"4923","I (D26, severe)","IL1R2"
"4924","I (D51, severe)","IL1R2"
"4925","I-I (D0)","IL1R2"
"4926","I-I (D1)","IL1R2"
"4927","I-I (D3)","IL1R2"
"4928","I-I (D5)","IL1R2"
"4929","BNT-I (D10, mild)","IL1RL1"
"4930","ChAd (V2, D7)","IL1RL1"
"4931","I (D1)","IL1RL1"
"4932","I (D10, severe)","IL1RL1"
"4933","I-I (D0)","IL1RL1"
"4934","I-I (D1)","IL1RL1"
"4935","I-I (D3)","IL1RL1"
"4936","I-I (D5)","IL1RL1"
"4937","BNT-I (D10, mild)","IL1RN"
"4938","BNT-I (D10, severe)","IL1RN"
"4939","BNT-I (D2)","IL1RN"
"4940","BNT-I (D26, mild)","IL1RN"
"4941","BNT-I (D26, severe)","IL1RN"
"4942","BNT-I (D51, severe)","IL1RN"
"4943","ChAd (V2, D7)","IL1RN"
"4944","ChAd-BNT (V2, D7)","IL1RN"
"4945","I (D1)","IL1RN"
"4946","I (D10, moderate)","IL1RN"
"4947","I (D10, severe)","IL1RN"
"4948","I (D26, severe)","IL1RN"
"4949","I (D51, severe)","IL1RN"
"4950","I-I (D0)","IL1RN"
"4951","I-I (D1)","IL1RN"
"4952","I-I (D2)","IL1RN"
"4953","I-I (D5)","IL1RN"
"4954","ZF2001 (V3, D07)","IL1RN"
"4955","BBIBP (V3, D07)","IL2"
"4956","BBIBP (V3, D14)","IL2"
"4957","BNT-I (D1)","IL2"
"4958","BNT-I (D10, mild)","IL2"
"4959","BNT-I (D26, severe)","IL2"
"4960","BNT-I (D3)","IL2"
"4961","BNT-I (D51, severe)","IL2"
"4962","BNT-I-BNT (D51, mild)","IL2"
"4963","ChAd-BNT (V3, D1)","IL2"
"4964","I (D1)","IL2"
"4965","I (D10, moderate)","IL2"
"4966","I (D10, severe)","IL2"
"4967","I-I (D0)","IL2"
"4968","I-I (D3)","IL2"
"4969","I-I (D5)","IL2"
"4970","ZF2001 (V3, D07)","IL2"
"4971","BNT-I-BNT (D51, severe)","IL20RB"
"4972","BNT-I (D10, mild)","IL23R"
"4973","BNT-I (D10, severe)","IL23R"
"4974","BNT-I (D26, severe)","IL23R"
"4975","I (D10, moderate)","IL23R"
"4976","I (D10, severe)","IL23R"
"4977","I (D51, severe)","IL23R"
"4978","I-I (D0)","IL23R"
"4979","ZF2001 (V3, D07)","IL23R"
"4980","ZF2001 (V3, D14)","IL23R"
"4981","ZF2001 (V3, D28)","IL23R"
"4982","BNT-I (D10, mild)","IL27"
"4983","BNT-I (D10, severe)","IL27"
"4984","BNT-I (D26, mild)","IL27"
"4985","BNT-I-BNT (D51, mild)","IL27"
"4986","BNT-I-BNT (D51, severe)","IL27"
"4987","I (D1)","IL27"
"4988","I (D10, severe)","IL27"
"4989","I (D51, severe)","IL27"
"4990","I-I (D1)","IL27"
"4991","I (D10, severe)","IL27RA"
"4992","I (D26, severe)","IL27RA"
"4993","BNT-I (D10, mild)","IL2RB"
"4994","BNT-I (D10, severe)","IL2RB"
"4995","BNT-I (D26, mild)","IL2RB"
"4996","BNT-I (D3)","IL2RB"
"4997","BNT-I-BNT (D51, mild)","IL2RB"
"4998","I (D10, moderate)","IL2RB"
"4999","I (D10, severe)","IL2RB"
"5000","I (D26, moderate)","IL2RB"
"5001","I (D26, severe)","IL2RB"
"5002","BBIBP (V3, D07)","IL3"
"5003","BNT-MO (V3, D1)","IL3"
"5004","ChAd (V2, D7)","IL3"
"5005","ChAd-BNT (V2, D3)","IL3"
"5006","ZF2001 (V3, D07)","IL3"
"5007","BBIBP (V3, D14)","IL31"
"5008","BBIBP (V3, D28)","IL31"
"5009","BNT-I (D10, mild)","IL31"
"5010","BNT-I (D10, severe)","IL31"
"5011","BNT-I (D26, mild)","IL31"
"5012","BNT-I (D26, severe)","IL31"
"5013","BNT-I (D51, severe)","IL31"
"5014","BNT-I-BNT (D51, severe)","IL31"
"5015","BNT-MO (V3, D1)","IL31"
"5016","ChAd (V2, D3)","IL31"
"5017","ChAd (V2, D7)","IL31"
"5018","I (D26, moderate)","IL31"
"5019","I-I (D0)","IL31"
"5020","I-I (D2)","IL31"
"5021","I-I (D5)","IL31"
"5022","ZF2001 (V3, D07)","IL31"
"5023","ZF2001 (V3, D14)","IL31"
"5024","ZF2001 (V3, D28)","IL31"
"5025","BNT-I (D10, mild)","IL31RA"
"5026","BNT-I (D26, severe)","IL31RA"
"5027","BNT-I-BNT (D51, mild)","IL31RA"
"5028","BNT-I-BNT (D51, severe)","IL31RA"
"5029","ChAd (V2, D7)","IL31RA"
"5030","ChAd-BNT (V2, D3)","IL31RA"
"5031","I (D10, moderate)","IL31RA"
"5032","I (D10, severe)","IL31RA"
"5033","I (D51, moderate)","IL31RA"
"5034","I (D51, severe)","IL31RA"
"5035","I-I (D1)","IL31RA"
"5036","I-I (D3)","IL31RA"
"5037","BNT-I (D10, mild)","IL32"
"5038","BNT-I (D10, severe)","IL32"
"5039","BNT-I-BNT (D51, mild)","IL32"
"5040","I (D10, moderate)","IL32"
"5041","I (D10, severe)","IL32"
"5042","I (D26, moderate)","IL32"
"5043","I (D26, severe)","IL32"
"5044","BNT-I (D1)","IL33"
"5045","BNT-I (D10, mild)","IL33"
"5046","BNT-I (D10, severe)","IL33"
"5047","BNT-I (D26, mild)","IL33"
"5048","BNT-I (D26, severe)","IL33"
"5049","BNT-I (D51, severe)","IL33"
"5050","BNT-I-BNT (D51, mild)","IL33"
"5051","BNT-I-BNT (D51, severe)","IL33"
"5052","ChAd (V2, D7)","IL33"
"5053","ChAd-BNT (V2, D7)","IL33"
"5054","I (D10, moderate)","IL33"
"5055","I (D26, moderate)","IL33"
"5056","I (D51, moderate)","IL33"
"5057","I-I (D0)","IL33"
"5058","I-I (D2)","IL33"
"5059","I-I (D3)","IL33"
"5060","ZF2001 (V3, D07)","IL33"
"5061","ZF2001 (V3, D14)","IL33"
"5062","BBIBP (V3, D14)","IL34"
"5063","BBIBP (V3, D28)","IL34"
"5064","BNT-I (D1)","IL34"
"5065","BNT-I (D10, mild)","IL34"
"5066","BNT-I (D10, severe)","IL34"
"5067","BNT-I (D26, mild)","IL34"
"5068","BNT-I-BNT (D51, severe)","IL34"
"5069","I (D1)","IL34"
"5070","I (D10, moderate)","IL34"
"5071","I (D10, severe)","IL34"
"5072","I (D26, severe)","IL34"
"5073","I (D51, severe)","IL34"
"5074","I-I (D0)","IL34"
"5075","I-I (D1)","IL34"
"5076","I-I (D3)","IL34"
"5077","I-I (D5)","IL34"
"5078","ZF2001 (V3, D07)","IL34"
"5079","ZF2001 (V3, D14)","IL34"
"5080","ZF2001 (V3, D28)","IL34"
"5081","BNT-I (D10, mild)","IL4R"
"5082","BNT-I (D26, mild)","IL4R"
"5083","I (D10, severe)","IL4R"
"5084","I (D51, severe)","IL4R"
"5085","I-I (D3)","IL4R"
"5086","BNT-I (D1)","IL5RA"
"5087","BNT-I (D10, mild)","IL5RA"
"5088","BNT-I (D10, severe)","IL5RA"
"5089","BNT-I (D26, mild)","IL5RA"
"5090","BNT-I (D26, severe)","IL5RA"
"5091","BNT-I-BNT (D51, mild)","IL5RA"
"5092","BNT-I-BNT (D51, severe)","IL5RA"
"5093","I (D1)","IL5RA"
"5094","I (D10, moderate)","IL5RA"
"5095","I (D10, severe)","IL5RA"
"5096","I (D26, severe)","IL5RA"
"5097","I (D51, severe)","IL5RA"
"5098","I-I (D1)","IL5RA"
"5099","I-I (D3)","IL5RA"
"5100","I-I (D5)","IL5RA"
"5101","ChAd (V2, D7)","IL6ST"
"5102","BNT-I (D10, mild)","IL7"
"5103","BNT-I (D10, severe)","IL7"
"5104","BNT-I (D26, mild)","IL7"
"5105","BNT-I (D26, severe)","IL7"
"5106","BNT-I-BNT (D51, mild)","IL7"
"5107","BNT-I-BNT (D51, severe)","IL7"
"5108","BNT-I (D10, mild)","IL7R"
"5109","BNT-I (D10, severe)","IL7R"
"5110","BNT-I (D26, mild)","IL7R"
"5111","BNT-I (D26, severe)","IL7R"
"5112","BNT-I-BNT (D51, mild)","IL7R"
"5113","I (D10, moderate)","IL7R"
"5114","I (D10, severe)","IL7R"
"5115","I (D26, moderate)","IL7R"
"5116","I (D26, severe)","IL7R"
"5117","I (D51, severe)","IL7R"
"5118","BBIBP (V3, D14)","IL9"
"5119","ChAd (V2, D3)","IL9"
"5120","ChAd (V2, D7)","IL9"
"5121","ZF2001 (V3, D07)","IL9"
"5122","ZF2001 (V3, D14)","IL9"
"5123","ZF2001 (V3, D28)","IL9"
"5124","BNT-I (D10, mild)","IMPDH2"
"5125","BNT-I (D10, mild)","IPO7"
"5126","BNT-I (D10, mild)","IRAK1BP1"
"5127","BNT-I (D10, severe)","IRAK1BP1"
"5128","BNT-I (D2)","IRAK1BP1"
"5129","BNT-I (D26, mild)","IRAK1BP1"
"5130","BNT-I (D3)","IRAK1BP1"
"5131","I (D1)","IRAK1BP1"
"5132","I (D10, moderate)","IRAK1BP1"
"5133","I (D10, severe)","IRAK1BP1"
"5134","I-I (D0)","IRAK1BP1"
"5135","I-I (D1)","IRAK1BP1"
"5136","BNT-I (D26, mild)","IRF1"
"5137","BNT-I (D26, severe)","IRF1"
"5138","ChAd (V2, D7)","IRF1"
"5139","I (D51, severe)","IRF1"
"5140","BNT-I (D10, mild)","IRF2"
"5141","BNT-I (D51, severe)","IRF2"
"5142","I (D10, moderate)","IRF8"
"5143","BNT-I (D10, mild)","IRF9"
"5144","BNT-I (D2)","IRF9"
"5145","I (D1)","IRF9"
"5146","BNT-I (D10, mild)","IRGM"
"5147","BNT-I (D10, severe)","IRGM"
"5148","BNT-I (D26, mild)","IRGM"
"5149","I (D10, moderate)","IRGM"
"5150","I-I (D0)","IRGM"
"5151","I-I (D3)","IRGM"
"5152","I-I (D5)","IRGM"
"5153","BNT-I (D10, mild)","ITGA1"
"5154","BNT-I (D10, severe)","ITGA1"
"5155","BNT-I (D26, mild)","ITGA1"
"5156","BNT-I (D51, severe)","ITGA1"
"5157","ChAd (V2, D7)","ITGA1"
"5158","BNT-I (D10, mild)","ITGA3"
"5159","BNT-I (D10, severe)","ITGA3"
"5160","BNT-I (D26, mild)","ITGA3"
"5161","BNT-I (D26, severe)","ITGA3"
"5162","BNT-I-BNT (D51, mild)","ITGA3"
"5163","I (D10, moderate)","ITGA3"
"5164","I (D10, severe)","ITGA3"
"5165","I (D26, moderate)","ITGA3"
"5166","I (D26, severe)","ITGA3"
"5167","I (D10, severe)","ITGA4"
"5168","BNT-I (D10, mild)","ITGA6"
"5169","BNT-I (D10, severe)","ITGA6"
"5170","I-I (D1)","ITGA6"
"5171","BNT-I (D10, mild)","ITGAM"
"5172","BNT-I (D10, severe)","ITGAM"
"5173","BNT-I (D26, mild)","ITGAM"
"5174","I (D1)","ITGAM"
"5175","I (D10, severe)","ITGAM"
"5176","I (D26, moderate)","ITGAM"
"5177","BBIBP (V3, D07)","ITGB6"
"5178","BBIBP (V3, D14)","ITGB6"
"5179","BBIBP (V3, D28)","ITGB6"
"5180","BNT-I (D26, mild)","ITGB6"
"5181","BNT-I (D26, severe)","ITGB6"
"5182","BNT-I (D3)","ITGB6"
"5183","BNT-I-BNT (D51, severe)","ITGB6"
"5184","BNT-MO (V3, D1)","ITGB6"
"5185","I (D10, severe)","ITGB6"
"5186","I (D26, moderate)","ITGB6"
"5187","I (D26, severe)","ITGB6"
"5188","I (D51, severe)","ITGB6"
"5189","I-I (D0)","ITGB6"
"5190","I-I (D1)","ITGB6"
"5191","I-I (D5)","ITGB6"
"5192","ZF2001 (V3, D07)","ITGB6"
"5193","ZF2001 (V3, D14)","ITGB6"
"5194","ZF2001 (V3, D28)","ITGB6"
"5195","BNT-I (D10, mild)","ITGB7"
"5196","BNT-I (D10, severe)","ITGB7"
"5197","BNT-I (D26, mild)","ITGB7"
"5198","BNT-I-BNT (D51, mild)","ITGB7"
"5199","I (D10, moderate)","ITGB7"
"5200","I (D10, severe)","ITGB7"
"5201","I (D26, moderate)","ITGB7"
"5202","I (D26, severe)","ITGB7"
"5203","BBIBP (V3, D14)","ITGB8"
"5204","BNT-I (D10, mild)","ITGB8"
"5205","BNT-I (D10, severe)","ITGB8"
"5206","BNT-I (D26, mild)","ITGB8"
"5207","ChAd (V2, D3)","ITGB8"
"5208","ChAd (V2, D7)","ITGB8"
"5209","I (D10, moderate)","ITGB8"
"5210","I (D10, severe)","ITGB8"
"5211","I (D26, moderate)","ITGB8"
"5212","I (D26, severe)","ITGB8"
"5213","I (D51, severe)","ITGB8"
"5214","ZF2001 (V3, D07)","ITGB8"
"5215","BNT-I (D10, mild)","ITK"
"5216","BNT-I (D10, severe)","ITK"
"5217","BNT-I (D26, mild)","ITK"
"5218","BNT-I-BNT (D51, mild)","ITK"
"5219","I (D10, severe)","ITK"
"5220","I (D26, severe)","ITK"
"5221","I (D51, severe)","ITK"
"5222","I (D26, severe)","ITPKB"
"5223","BNT-I (D1)","JAG1"
"5224","BNT-I (D10, mild)","JAG1"
"5225","BNT-I (D10, severe)","JAG1"
"5226","BNT-I (D26, mild)","JAG1"
"5227","BNT-I (D26, severe)","JAG1"
"5228","BNT-I-BNT (D51, mild)","JAG1"
"5229","I (D10, moderate)","JAG1"
"5230","I (D10, severe)","JAG1"
"5231","I (D26, moderate)","JAG1"
"5232","I (D26, severe)","JAG1"
"5233","I (D51, severe)","JAG1"
"5234","BNT-I (D10, mild)","JAGN1"
"5235","BNT-I (D10, mild)","JAK3"
"5236","BNT-I (D10, severe)","JAK3"
"5237","BNT-I (D26, mild)","JAK3"
"5238","I (D1)","JAK3"
"5239","I (D10, severe)","JAK3"
"5240","I (D26, moderate)","JAK3"
"5241","I (D26, severe)","JAK3"
"5242","I (D51, severe)","JAK3"
"5243","BNT-I (D10, mild)","JAM2"
"5244","BNT-I (D2)","JAM2"
"5245","BNT-I (D26, severe)","JAM2"
"5246","BNT-I (D51, severe)","JAM2"
"5247","BNT-I-BNT (D51, mild)","JAM2"
"5248","ChAd-BNT (V3, D1)","JAM2"
"5249","I (D1)","JAM2"
"5250","I (D51, severe)","JAM2"
"5251","BNT-I (D10, mild)","JMJD6"
"5252","BNT-I (D10, severe)","JMJD6"
"5253","BNT-I (D26, mild)","JMJD6"
"5254","BNT-I (D26, severe)","JMJD6"
"5255","BNT-I-BNT (D51, mild)","JMJD6"
"5256","I (D10, moderate)","JMJD6"
"5257","I (D10, severe)","JMJD6"
"5258","I (D26, moderate)","JMJD6"
"5259","I (D26, severe)","JMJD6"
"5260","I (D51, severe)","JMJD6"
"5261","BNT-I (D26, mild)","KAT7"
"5262","BBIBP (V3, D14)","KIR2DL1"
"5263","BBIBP (V3, D28)","KIR2DL1"
"5264","BNT-I (D10, mild)","KIR2DL1"
"5265","BNT-I-BNT (D51, mild)","KIR2DL1"
"5266","ChAd (V2, D3)","KIR2DL1"
"5267","ChAd (V2, D7)","KIR2DL1"
"5268","I (D26, severe)","KIR2DL1"
"5269","I-I (D5)","KIR2DL1"
"5270","ZF2001 (V3, D07)","KIR2DL1"
"5271","ZF2001 (V3, D14)","KIR2DL1"
"5272","ZF2001 (V3, D28)","KIR2DL1"
"5273","BBIBP (V3, D07)","KIR2DL3"
"5274","BBIBP (V3, D14)","KIR2DL3"
"5275","BNT-I (D1)","KIR2DL3"
"5276","BNT-I (D10, mild)","KIR2DL3"
"5277","BNT-I (D26, mild)","KIR2DL3"
"5278","I (D26, moderate)","KIR2DL3"
"5279","I (D26, severe)","KIR2DL3"
"5280","I (D51, severe)","KIR2DL3"
"5281","I-I (D0)","KIR2DL3"
"5282","ZF2001 (V3, D14)","KIR2DL3"
"5283","BNT-I (D10, mild)","KIR3DL1"
"5284","ChAd (V2, D3)","KIR3DL1"
"5285","ChAd (V2, D7)","KIR3DL1"
"5286","I (D10, moderate)","KIR3DL1"
"5287","I (D26, moderate)","KIR3DL1"
"5288","I (D26, severe)","KIR3DL1"
"5289","I (D51, severe)","KIR3DL1"
"5290","I-I (D1)","KIR3DL1"
"5291","I-I (D5)","KIR3DL1"
"5292","BNT-I (D10, mild)","KIT"
"5293","I (D1)","KIT"
"5294","I-I (D0)","KIT"
"5295","I-I (D1)","KIT"
"5296","I-I (D3)","KIT"
"5297","I-I (D5)","KIT"
"5298","ZF2001 (V3, D07)","KIT"
"5299","ZF2001 (V3, D14)","KIT"
"5300","BBIBP (V3, D14)","KITLG"
"5301","BBIBP (V3, D28)","KITLG"
"5302","BNT-I (D1)","KITLG"
"5303","BNT-I (D51, severe)","KITLG"
"5304","BNT-I-BNT (D51, mild)","KITLG"
"5305","BNT-I-BNT (D51, severe)","KITLG"
"5306","ChAd (V2, D7)","KITLG"
"5307","I (D10, moderate)","KITLG"
"5308","I (D26, moderate)","KITLG"
"5309","ZF2001 (V3, D07)","KITLG"
"5310","BNT-I (D10, mild)","KLRC1"
"5311","BNT-I (D51, severe)","KLRC1"
"5312","ChAd (V2, D7)","KLRC1"
"5313","I-I (D1)","KLRC1"
"5314","I-I (D2)","KLRC1"
"5315","I-I (D3)","KLRC1"
"5316","I-I (D5)","KLRC1"
"5317","BNT-I (D10, mild)","KLRC2"
"5318","BNT-I (D10, severe)","KLRC2"
"5319","BNT-I (D26, mild)","KLRC2"
"5320","BNT-I (D3)","KLRC2"
"5321","BNT-I-BNT (D51, mild)","KLRC2"
"5322","ChAd (V2, D3)","KLRC2"
"5323","I (D10, moderate)","KLRC2"
"5324","I (D26, moderate)","KLRC2"
"5325","I (D26, severe)","KLRC2"
"5326","I (D51, moderate)","KLRC2"
"5327","I (D51, severe)","KLRC2"
"5328","I-I (D5)","KLRC2"
"5329","BNT-I (D10, mild)","KLRC3"
"5330","BNT-I (D10, severe)","KLRC3"
"5331","BNT-I (D26, mild)","KLRC3"
"5332","BNT-I-BNT (D51, mild)","KLRC3"
"5333","ChAd (V2, D3)","KLRC3"
"5334","ChAd (V2, D7)","KLRC3"
"5335","I (D10, moderate)","KLRC3"
"5336","I (D26, moderate)","KLRC3"
"5337","I (D26, severe)","KLRC3"
"5338","I (D51, moderate)","KLRC3"
"5339","I (D51, severe)","KLRC3"
"5340","BBIBP (V3, D07)","KLRF2"
"5341","BNT-I (D1)","KLRF2"
"5342","BNT-I (D10, mild)","KLRF2"
"5343","BNT-I (D10, severe)","KLRF2"
"5344","BNT-I (D2)","KLRF2"
"5345","BNT-I (D26, mild)","KLRF2"
"5346","BNT-I (D26, severe)","KLRF2"
"5347","BNT-I (D3)","KLRF2"
"5348","BNT-I-BNT (D51, mild)","KLRF2"
"5349","ChAd (V2, D7)","KLRF2"
"5350","I (D1)","KLRF2"
"5351","I (D10, severe)","KLRF2"
"5352","I (D26, moderate)","KLRF2"
"5353","I (D26, severe)","KLRF2"
"5354","BNT-I (D10, mild)","KLRK1"
"5355","BNT-I (D10, severe)","KLRK1"
"5356","BNT-I (D26, mild)","KLRK1"
"5357","I (D10, moderate)","KLRK1"
"5358","I (D26, moderate)","KLRK1"
"5359","BNT-I (D10, mild)","KMT2A"
"5360","BNT-I (D10, severe)","KMT2A"
"5361","BNT-I (D26, mild)","KMT2A"
"5362","I (D10, severe)","KMT2A"
"5363","BBIBP (V3, D07)","KRT16"
"5364","BBIBP (V3, D14)","KRT16"
"5365","BNT-MO (V3, D1)","KRT16"
"5366","ZF2001 (V3, D07)","KRT16"
"5367","ZF2001 (V3, D14)","KRT16"
"5368","I (D1)","LACC1"
"5369","I (D10, severe)","LACC1"
"5370","I-I (D0)","LACC1"
"5371","I-I (D1)","LACC1"
"5372","BNT-I (D10, mild)","LAG3"
"5373","BNT-I (D10, severe)","LAG3"
"5374","BNT-I (D2)","LAG3"
"5375","BNT-I (D26, mild)","LAG3"
"5376","BNT-I (D26, severe)","LAG3"
"5377","BNT-I (D3)","LAG3"
"5378","BNT-I-BNT (D51, severe)","LAG3"
"5379","ChAd (V2, D7)","LAG3"
"5380","I (D1)","LAG3"
"5381","I (D10, moderate)","LAG3"
"5382","I (D26, moderate)","LAG3"
"5383","I (D26, severe)","LAG3"
"5384","I-I (D0)","LAG3"
"5385","I-I (D1)","LAG3"
"5386","I-I (D5)","LAG3"
"5387","BNT-I (D10, mild)","LAX1"
"5388","BNT-I (D10, severe)","LAX1"
"5389","BNT-I (D26, mild)","LAX1"
"5390","BNT-I-BNT (D51, mild)","LAX1"
"5391","I (D26, moderate)","LAX1"
"5392","I (D51, moderate)","LAX1"
"5393","BBIBP (V3, D14)","LBP"
"5394","BNT-I (D1)","LBP"
"5395","BNT-I (D10, mild)","LBP"
"5396","BNT-I (D10, severe)","LBP"
"5397","BNT-I (D2)","LBP"
"5398","BNT-I (D26, mild)","LBP"
"5399","BNT-I (D26, severe)","LBP"
"5400","BNT-I (D51, severe)","LBP"
"5401","BNT-I-BNT (D51, severe)","LBP"
"5402","BNT-MO (V3, D1)","LBP"
"5403","ChAd (V2, D3)","LBP"
"5404","ChAd-BNT (V2, D7)","LBP"
"5405","I (D10, moderate)","LBP"
"5406","I (D26, moderate)","LBP"
"5407","I (D26, severe)","LBP"
"5408","I (D51, moderate)","LBP"
"5409","I-I (D0)","LBP"
"5410","I-I (D1)","LBP"
"5411","I-I (D3)","LBP"
"5412","ZF2001 (V3, D07)","LBP"
"5413","BBIBP (V3, D28)","LCN2"
"5414","BNT-I (D1)","LCN2"
"5415","BNT-I (D10, mild)","LCN2"
"5416","BNT-I (D10, severe)","LCN2"
"5417","BNT-I (D2)","LCN2"
"5418","BNT-I (D26, mild)","LCN2"
"5419","BNT-I (D26, severe)","LCN2"
"5420","BNT-I-BNT (D51, mild)","LCN2"
"5421","BNT-I-BNT (D51, severe)","LCN2"
"5422","BNT-MO (V3, D1)","LCN2"
"5423","I (D10, moderate)","LCN2"
"5424","I (D10, severe)","LCN2"
"5425","I (D26, moderate)","LCN2"
"5426","I (D26, severe)","LCN2"
"5427","I (D51, moderate)","LCN2"
"5428","I (D51, severe)","LCN2"
"5429","I-I (D0)","LCN2"
"5430","BNT-I (D26, mild)","LCP1"
"5431","I (D10, severe)","LCP1"
"5432","I (D26, severe)","LCP1"
"5433","BNT-I (D10, severe)","LEP"
"5434","BNT-I (D2)","LEP"
"5435","BNT-I (D26, mild)","LEP"
"5436","BNT-I (D51, severe)","LEP"
"5437","BNT-I-BNT (D51, mild)","LEP"
"5438","BNT-I-BNT (D51, severe)","LEP"
"5439","ChAd (V2, D3)","LEP"
"5440","ChAd (V2, D7)","LEP"
"5441","I (D10, severe)","LEP"
"5442","I (D51, moderate)","LEP"
"5443","I (D51, severe)","LEP"
"5444","I-I (D1)","LEP"
