"","genes","process","gene_set_short","go_term","immune_system","immune_sub_system","immune_tissue","set_size"
"3285","DEFA5","INNATE IMMUNE RESPONSE IN MUCOSA","Innate immune response, mucosa","GO:0002227","Innate","Innate","Innate",14
"3286","DEFA4","INNATE IMMUNE RESPONSE IN MUCOSA","Innate immune response, mucosa","GO:0002227","Innate","Innate","Innate",14
"3287","CAMP","INNATE IMMUNE RESPONSE IN MUCOSA","Innate immune response, mucosa","GO:0002227","Innate","Innate","Innate",14
"3288","RPL39","INNATE IMMUNE RESPONSE IN MUCOSA","Innate immune response, mucosa","GO:0002227","Innate","Innate","Innate",14
"3289","HCK","INNATE IMMUNE RESPONSE-ACTIVATING SIGNALING PATHWAY","Innate immune response, Pathway","GO:0002758","Innate","Innate","Innate",1
"3290","TFEB","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3291","LGALS4","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3292","TAP2","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3293","GP2","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3294","VEGFA","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3295","MPL","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3296","IFIT1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3297","IL10","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3298","EPX","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3299","RAB44","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3300","CLU","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3301","FCGR2B","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3302","LILRA2","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3303","HCK","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3304","SLC15A4","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3305","XCL1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3306","LGALS3","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3307","TICAM1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3308","HMGB1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3309","HLA-DRB3","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3310","PIK3CG","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3311","KLRC2","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3312","ELANE","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3313","TOX","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3314","IL15","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3315","SIRT2","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3316","NLRP6","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3317","LAG3","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3318","IFNLR1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3319","SLC18A2","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3320","TIRAP","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3321","SCIMP","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3322","PSME1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3323","FCGR1A","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3324","HLA-F","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3325","HLA-E","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3326","B2M","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3327","SLC11A1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3328","CTSS","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3329","GPR183","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3330","F2R","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3331","BTK","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3332","CCL3","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3333","IL17RC","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3334","UNC13D","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3335","CEBPB","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3336","LIPA","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3337","CSF1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3338","S100A12","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3339","CHGA","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3340","KITLG","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3341","NF1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3342","KIT","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3343","SERPINB9","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3344","NDST2","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3345","STAT5B","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3346","CCR7","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3347","ARHGEF5","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3348","LGALS9","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3349","SCNN1B","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3350","AZU1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3351","F2","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3352","CTSG","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3353","MAP2K6","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3354","TNFAIP3","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3355","CALR","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3356","PDIA3","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3357","ZBTB46","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3358","IRF8","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3359","PRDX2","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3360","PIK3AP1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3361","TNIP2","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3362","PSEN1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3363","LRP1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3364","GRN","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3365","MBL2","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3366","LBP","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3367","CD14","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3368","TGFBR2","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3369","ITGB8","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3370","ITGB6","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3371","CX3CR1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3372","IL33","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3373","IFNA8","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3374","IFNE","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3375","IL12B","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3376","EMP2","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3377","ATF2","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3378","ITK","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3379","FOSL2","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3380","NFKBIA","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3381","TLR4","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3382","XIAP","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3383","PRKCE","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3384","TICAM2","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3385","RAB11FIP2","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3386","FCER1G","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3387","IFI30","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3388","MFSD6","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3389","CD1D","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3390","CD1B","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3391","CD1E","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3392","CD1C","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3393","MAVS","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3394","RIGI","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3395","CGAS","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3396","STING1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3397","VAMP2","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3398","VAMP7","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3399","FCER1A","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3400","SNAP23","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3401","CCR2","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3402","JAML","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3403","SIRPA","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3404","PECAM1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3405","MERTK","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3406","AXL","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3407","STXBP3","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3408","BCR","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3409","ANXA3","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3410","CASP1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3411","LACC1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3412","RNF135","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3413","PHB1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3414","LSM14A","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3415","CD40","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3416","SP100","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3417","SHMT2","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3418","CH25H","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3419","SMPD1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3420","MX1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3421","IL31RA","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3422","CD6","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3423","CXCR2","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3424","TAP1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3425","ERAP2","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3426","IDE","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3427","AP3B1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3428","ALOX5","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3429","CDC42","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3430","EPS8","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3431","DOCK8","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3432","NLRP12","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3433","ROR2","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3434","MCOLN2","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3435","B4GALT1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3436","REG3G","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3437","HSPD1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3438","SYK","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3439","DNASE1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3440","CD177","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3441","PRTN3","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3442","PDE4B","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3443","MTHFD1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3444","JAGN1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3445","CLEC6A","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3446","PLCG2","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3447","BCL10","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3448","DEFB119","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3449","DEFB106A","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3450","RAET1L","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3451","RAET1G","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3452","HLA-C","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3453","HLA-G","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3454","HLA-DMB","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3455","HLA-DRB4","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3456","HLA-DMA","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3457","HLA-DOB","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3458","HLA-DPA1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3459","HYAL2","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3460","MT1G","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3461","SPACA3","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3462","P0DOX3","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3463","FANCC","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3464","NCKAP1L","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3465","SOD1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3466","BAX","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3467","HAMP","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3468","ITPKB","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3469","FCGR3A","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3470","KLRF2","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3471","RAB27A","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3472","CORO1A","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3473","ADAM17","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3474","ACE","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3475","IL6R","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3476","KMT2E","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3477","FCAR","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3478","IRGM","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3479","RELA","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3480","IFI35","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3481","STAT1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3482","IRF1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3483","JAK1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3484","IFNGR1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3485","TYK2","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3486","IFNGR2","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3487","SPI1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3488","BATF2","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3489","NOTCH2","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3490","LTBR","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3491","RELB","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3492","RBPJ","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3493","PRDX1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3494","GATA3","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3495","KLRK1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3496","BAG6","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3497","IL2","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3498","RASGRP1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3499","KAT7","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3500","SP3","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3501","PBX1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3502","PTPRC","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3503","TYRO3","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3504","KLRC1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3505","EP300","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3506","KLRC3","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3507","SRC","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3508","NAGLU","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3509","TRIL","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3510","FOSL1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3511","RPS6KA3","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3512","MAPKAPK2","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3513","CCR1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3514","CXCR4","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3515","CXCR1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3516","CCL5","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3517","IL13","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3518","CRTC3","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3519","JMJD6","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3520","TMEM229B","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3521","ADGRF5","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3522","EDN2","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3523","IL10RB","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3524","IFNL1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3525","IFNL4","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3526","IFNL3","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3527","IFNL2","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3528","NOTCH1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3529","PNMA1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3530","IL20RB","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3531","HMGB2","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3532","IL5RA","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3533","IL1RN","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3534","CD68","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3535","SFTPD","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3536","CCL2","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3537","EDNRB","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3538","RPL13A","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3539","CXCL17","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3540","SAA1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3541","MMP2","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3542","CXCL8","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3543","F2RL1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3544","IL18RAP","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3545","CXCL6","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3546","PRKCD","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3547","CAMP","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3548","DNM2","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3549","CTSE","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3550","SNCA","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3551","ITGAM","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3552","AIF1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3553","TRPV1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3554","C5AR1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3555","CX3CL1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3556","MAPT","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3557","NOS2","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3558","FAU","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3559","H2BC12L","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3560","DEFA3","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3561","DEFB1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3562","H2BC10","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3563","DEFA1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3564","RNASE3","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3565","RNASE2","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3566","DEFA6","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3567","DEFA5","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3568","DEFA4","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3569","RPL39","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3570","CBL","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3571","CLNK","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3572","GPR15LG","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3573","PTGDS","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
"3574","MILR1","INNATE IMMUNE SYSTEM","Innate immune system","Manual","Innate","General","General",549
