"cell_name","marker","Type"
"CD1C-CD141- dendritic cell","ASAH1","Innate"
"Plasmacytoid dendritic cell","PACSIN1","Innate"
"CD1C+_A dendritic cell","ETS2","Innate"
"CD1C-CD141- dendritic cell","L1TD1","Innate"
"AXL+SIGLEC6+ dendritic cell","TNNI2","Innate"
"Plasmacytoid dendritic cell","B4GALT1","Innate"
"CD1C-CD141- dendritic cell","TXNIP","Innate"
"Plasmacytoid dendritic cell","C5ORF64","Innate"
"CD1C+_B dendritic cell","TMEM173","Innate"
"Plasmacytoid dendritic cell","CD164","Innate"
"CD141+CLEC9A+ dendritic cell","SLAMF8","Innate"
"Plasmacytoid dendritic cell","C6ORF25","Innate"
"Plasmacytoid dendritic cell","CREB3L2","Innate"
"CD141+CLEC9A+ dendritic cell","TLR10","Innate"
"AXL+SIGLEC6+ dendritic cell","ACPP","Innate"
"CD1C-CD141- dendritic cell","NPL","Innate"
"Plasmacytoid dendritic cell","SLC7A11","Innate"
"Plasmacytoid dendritic cell","SEC61G","Innate"
"Plasmacytoid dendritic cell","AHCY","Innate"
"Plasmacytoid dendritic cell","IGFLR1","Innate"
"CD1C+_B dendritic cell","TREM1","Innate"
"CD1C+_B dendritic cell","MGST1","Innate"
"CD1C+_B dendritic cell","FCER1A","Innate"
"CD1C-CD141- dendritic cell","CORO2A","Innate"
"CD1C-CD141- dendritic cell","NLRP1","Innate"
"CD1C-CD141- dendritic cell","NEAT1","Innate"
"CD1C-CD141- dendritic cell","SLC11A1","Innate"
"CD1C-CD141- dendritic cell","FAM45B","Innate"
"Plasmacytoid dendritic cell","CARD11","Innate"
"Plasmacytoid dendritic cell","CLEC4C","Innate"
"CD1C-CD141- dendritic cell","PTGER4","Innate"
"Plasmacytoid dendritic cell","LOC642776","Innate"
"Plasmacytoid dendritic cell","LY9","Innate"
"Plasmacytoid dendritic cell","RRBP1","Innate"
"Plasmacytoid dendritic cell","CCDC50","Innate"
"Plasmacytoid dendritic cell","MIF4GD","Innate"
"CD1C-CD141- dendritic cell","SLC44A2","Innate"
"CD1C-CD141- dendritic cell","CD300E","Innate"
"AXL+SIGLEC6+ dendritic cell","SNRNP25","Innate"
"AXL+SIGLEC6+ dendritic cell","MYO1E","Innate"
"CD1C-CD141- dendritic cell","SULT1A1","Innate"
"CD1C-CD141- dendritic cell","TYMP","Innate"
"AXL+SIGLEC6+ dendritic cell","RBL1","Innate"
"CD1C-CD141- dendritic cell","ZCCHC6","Innate"
"CD1C-CD141- dendritic cell","CD79B","Innate"
"CD1C-CD141- dendritic cell","GIMAP1","Innate"
"CD1C+_B dendritic cell","ASGR1","Innate"
"Plasmacytoid dendritic cell","ST6GALNAC4","Innate"
"CD1C-CD141- dendritic cell","RAB37","Innate"
"AXL+SIGLEC6+ dendritic cell","LGMN","Innate"
"Plasmacytoid dendritic cell","PARP10","Innate"
"CD1C-CD141- dendritic cell","ACOT9","Innate"
"Plasmacytoid dendritic cell","OCLN","Innate"
"Plasmacytoid dendritic cell","C9ORF142","Innate"
"AXL+SIGLEC6+ dendritic cell","SIGLEC1","Innate"
"Plasmacytoid dendritic cell","STT3A","Innate"
"Plasmacytoid dendritic cell","ABI2","Innate"
"CD141+CLEC9A+ dendritic cell","FLT3","Innate"
"Plasmacytoid dendritic cell","DHRS7","Innate"
"Plasmacytoid dendritic cell","DQ572107","Innate"
"CD141+CLEC9A+ dendritic cell","PDLIM7","Innate"
"CD141+CLEC9A+ dendritic cell","LMNA","Innate"
"CD1C-CD141- dendritic cell","SCIMP","Innate"
"Plasmacytoid dendritic cell","NCF1C","Innate"
"Plasmacytoid dendritic cell","SLC12A2","Innate"
"CD141+CLEC9A+ dendritic cell","PLCD1","Innate"
"CD1C-CD141- dendritic cell","NECAP2","Innate"
"Plasmacytoid dendritic cell","PPM1K","Innate"
"CD1C-CD141- dendritic cell","SMAP2","Innate"
"Plasmacytoid dendritic cell","RNASEH2B","Innate"
"AXL+SIGLEC6+ dendritic cell","CCND3","Innate"
"Plasmacytoid dendritic cell","AX747844","Innate"
"CD1C-CD141- dendritic cell","ALOX5","Innate"
"AXL+SIGLEC6+ dendritic cell","ARHGAP18","Innate"
"CD141+CLEC9A+ dendritic cell","NDRG2","Innate"
"CD1C-CD141- dendritic cell","CTSS","Innate"
"Plasmacytoid dendritic cell","AK128525","Innate"
"CD141+CLEC9A+ dendritic cell","CYP2E1","Innate"
"CD141+CLEC9A+ dendritic cell","SNX22","Innate"
"CD1C-CD141- dendritic cell","CFD","Innate"
"Plasmacytoid dendritic cell","RABGAP1L","Innate"
"Plasmacytoid dendritic cell","MFSD2A","Innate"
"CD1C-CD141- dendritic cell","TMEM11","Innate"
"CD1C-CD141- dendritic cell","CASP4","Innate"
"CD1C-CD141- dendritic cell","UBXN11","Innate"
"Plasmacytoid dendritic cell","BEX4","Innate"
"Plasmacytoid dendritic cell","TMEM63A","Innate"
"CD1C-CD141- dendritic cell","FYB","Innate"
"Plasmacytoid dendritic cell","SNRNP25","Innate"
"CD141+CLEC9A+ dendritic cell","PRELID2","Innate"
"Plasmacytoid dendritic cell","GAPT","Innate"
"Plasmacytoid dendritic cell","MAGED1","Innate"
"Plasmacytoid dendritic cell","BC051760","Innate"
"CD1C-CD141- dendritic cell","DENND5A","Innate"
"Plasmacytoid dendritic cell","CD99","Innate"
"CD141+CLEC9A+ dendritic cell","FCRL6","Innate"
"CD141+CLEC9A+ dendritic cell","LGALS2","Innate"
"AXL+SIGLEC6+ dendritic cell","PLA2G16","Innate"
"Plasmacytoid dendritic cell","STMN1","Innate"
"Plasmacytoid dendritic cell","TPST2","Innate"
"Plasmacytoid dendritic cell","SELL","Innate"
"CD1C-CD141- dendritic cell","ITGAL","Innate"
"CD141+CLEC9A+ dendritic cell","PPM1H","Innate"
"Plasmacytoid dendritic cell","LGMN","Innate"
"CD1C-CD141- dendritic cell","MXD3","Innate"
"CD1C+_B dendritic cell","S100A8","Innate"
"CD1C+_A dendritic cell","PTGS1","Innate"
"CD1C-CD141- dendritic cell","GBP2","Innate"
"CD1C-CD141- dendritic cell","HLA-E","Innate"
"Plasmacytoid dendritic cell","GNG7","Innate"
"Plasmacytoid dendritic cell","PAFAH2","Innate"
"Plasmacytoid dendritic cell","NICN1","Innate"
"CD1C-CD141- dendritic cell","ITGB1","Innate"
"CD1C-CD141- dendritic cell","FCGR3A","Innate"
"CD1C-CD141- dendritic cell","TNFRSF1B","Innate"
"CD1C-CD141- dendritic cell","FLNA","Innate"
"Plasmacytoid dendritic cell","TNFRSF21","Innate"
"CD1C-CD141- dendritic cell","FTH1","Innate"
"CD1C-CD141- dendritic cell","AGTRAP","Innate"
"CD1C-CD141- dendritic cell","SAT1","Innate"
"Plasmacytoid dendritic cell","PPM1J","Innate"
"Plasmacytoid dendritic cell","SERPINF1","Innate"
"Plasmacytoid dendritic cell","NCF1B","Innate"
"Plasmacytoid dendritic cell","FOXRED2","Innate"
"Plasmacytoid dendritic cell","SLC33A1","Innate"
"Plasmacytoid dendritic cell","CCDC69","Innate"
"CD1C-CD141- dendritic cell","IFIT3","Innate"
"CD1C-CD141- dendritic cell","TLR2","Innate"
"CD141+CLEC9A+ dendritic cell","CD38","Innate"
"CD1C-CD141- dendritic cell","IFI30","Innate"
"Plasmacytoid dendritic cell","MILR1","Innate"
"CD141+CLEC9A+ dendritic cell","OSBPL3","Innate"
"CD1C-CD141- dendritic cell","FTL","Innate"
"CD1C-CD141- dendritic cell","LGALS3","Innate"
"Plasmacytoid dendritic cell","SMC6","Innate"
"Plasmacytoid dendritic cell","BX647938","Innate"
"Plasmacytoid dendritic cell","ALOX5AP","Innate"
"Plasmacytoid dendritic cell","FLNB","Innate"
"Plasmacytoid dendritic cell","RNF5","Innate"
"AXL+SIGLEC6+ dendritic cell","APEX1","Innate"
"CD141+CLEC9A+ dendritic cell","PAFAH1B3","Innate"
"CD1C-CD141- dendritic cell","ARAP1","Innate"
"AXL+SIGLEC6+ dendritic cell","TSEN54","Innate"
"CD1C-CD141- dendritic cell","CSK","Innate"
"Plasmacytoid dendritic cell","MRPL36","Innate"
"CD1C+_B dendritic cell","CSF3R","Innate"
"CD1C-CD141- dendritic cell","ADRBK1","Innate"
"Plasmacytoid dendritic cell","NRP1","Innate"
"Dendritic cell","CD83","Innate"
"Dendritic cell","IL3RA","Innate"
"Dendritic cell","NRP1","Innate"
"Dendritic cell","CLEC4C","Innate"
"Plasmacytoid dendritic cell","GZMB","Innate"
"Monocyte derived dendritic cell","FCER1A","Innate"
"Monocyte derived dendritic cell","CST3","Innate"
"Monocyte derived dendritic cell","CD1C","Innate"
"Plasmacytoid dendritic cell","CD123","Innate"
"Dendritic cell","FCER1A","Innate"
"Dendritic cell","CD163","Innate"
"Dendritic cell","CD141","Innate"
"Plasmacytoid dendritic cell(pDC)","HLA-DR","Innate"
"Plasmacytoid dendritic cell(pDC)","CD11c","Innate"
"Myeloid dendritic cell","HLA-DR","Innate"
"Myeloid dendritic cell","CD123","Innate"
"Plasmacytoid dendritic cell(pDC)","HLA-DR","Innate"
"CD141+ myeloid dendritic cell","CD11c","Innate"
"CD141+ myeloid dendritic cell","CD141","Innate"
"CD1c+ myeloid dendritic cell","CD11c","Innate"
"CD141+ myeloid dendritic cell","HLA-DR","Innate"
"CD1c+ myeloid dendritic cell","CD1c","Innate"
"CD1c+ myeloid dendritic cell","HLA-DR","Innate"
"Plasmacytoid dendritic cell(pDC)","CD123","Innate"
"Plasmacytoid dendritic cell(pDC)","CD123","Innate"
"Plasmacytoid dendritic cell(pDC)","ILT7","Innate"
"Plasmacytoid dendritic cell(pDC)","TLR7","Innate"
"Plasmacytoid dendritic cell(pDC)","BDCA2","Innate"
"Plasmacytoid dendritic cell(pDC)","CLEC4C","Innate"
"Plasmacytoid dendritic cell(pDC)","CD4","Innate"
"Plasmacytoid dendritic cell(pDC)","BDCA4","Innate"
"Plasmacytoid dendritic cell(pDC)","IRF7","Innate"
"Plasmacytoid dendritic cell(pDC)","TLR9","Innate"
"Plasmacytoid dendritic cell(pDC)","TCF4","Innate"
"Plasmacytoid dendritic cell(pDC)","HLA-DR","Innate"
"Dendritic cell","CD83","Innate"
"Dendritic cell","CD86","Innate"
"Dendritic cell","CD80","Innate"
"Dendritic cell","CD40","Innate"
"Dendritic cell","CCR7","Innate"
"Myeloid dendritic cell","CD11c","Innate"
"Plasmacytoid dendritic cell(pDC)","CD123","Innate"
"Conventional dendritic cell 2-A (cDC2-A)","CD1c","Innate"
"CD16+ dendritic cell (CD16+ DC)","CD11c","Innate"
"Plasmacytoid dendritic cell(pDC)","BDCA-4","Innate"
"Conventional dendritic cell 2-A (cDC2-A)","CD32b","Innate"
"Plasmacytoid dendritic cell(pDC)","CD123","Innate"
"Axl+ CD123+ Plasmacytoid dendritic cell (CD123+ Axl+DC)","HLA-DR","Innate"
"Conventional dendritic cell 2-A (cDC2-A)","CD33","Innate"
"Axl+ CD123+ Plasmacytoid dendritic cell (CD123+ Axl+DC)","Axl","Innate"
"Plasmacytoid dendritic cell(pDC)","CD45RA","Innate"
"Axl+ CD123+ Plasmacytoid dendritic cell (CD123+ Axl+DC)","BDCA-2","Innate"
"Conventional dendritic cell 1(cDC1)","CADM1","Innate"
"Conventional dendritic cell 2-B (cDC2-B)","HLA-DR","Innate"
"Conventional dendritic cell 1(cDC1)","Clec9a","Innate"
"Axl+ CD11c+ Plasmacytoid dendritic cell (CD11c+ Axl+DC)","Siglec6","Innate"
"Conventional dendritic cell 2-B (cDC2-B)","CD33","Innate"
"CD16+ dendritic cell (CD16+ DC)","HLA-DR","Innate"
"Conventional dendritic cell 1(cDC1)","HLA-DR","Innate"
"Axl+ CD11c+ Plasmacytoid dendritic cell (CD11c+ Axl+DC)","CD5","Innate"
"Axl+ CD123+ Plasmacytoid dendritic cell (CD123+ Axl+DC)","Siglec2","Innate"
"Axl+ CD11c+ Plasmacytoid dendritic cell (CD11c+ Axl+DC)","CD11c","Innate"
"Conventional dendritic cell 2-A (cDC2-A)","CD11c","Innate"
"Conventional dendritic cell 2-B (cDC2-B)","CD163","Innate"
"Conventional dendritic cell 2-A (cDC2-A)","CD11b","Innate"
"Axl+ CD123+ Plasmacytoid dendritic cell (CD123+ Axl+DC)","CD123","Innate"
"Axl+ CD11c+ Plasmacytoid dendritic cell (CD11c+ Axl+DC)","CD33","Innate"
"Axl+ CD11c+ Plasmacytoid dendritic cell (CD11c+ Axl+DC)","Siglec2","Innate"
"Conventional dendritic cell 2-A (cDC2-A)","SIRPα","Innate"
"Conventional dendritic cell 1(cDC1)","CD141","Innate"
"Conventional dendritic cell 2-B (cDC2-B)","CD11c","Innate"
"Conventional dendritic cell 2-B (cDC2-B)","CD36","Innate"
"Axl+ CD11c+ Plasmacytoid dendritic cell (CD11c+ Axl+DC)","HLA-DR","Innate"
"Conventional dendritic cell 2-A (cDC2-A)","HLA-DR","Innate"
"Axl+ CD123+ Plasmacytoid dendritic cell (CD123+ Axl+DC)","Siglec1","Innate"
"CD16+ dendritic cell (CD16+ DC)","CD16","Innate"
"Axl+ CD123+ Plasmacytoid dendritic cell (CD123+ Axl+DC)","Siglec6","Innate"
"Axl+ CD123+ Plasmacytoid dendritic cell (CD123+ Axl+DC)","CD2","Innate"
"Conventional dendritic cell 2-B (cDC2-B)","CD11b","Innate"
"Conventional dendritic cell 2-A (cDC2-A)","CD5","Innate"
"Plasmacytoid dendritic cell(pDC)","CCR7","Innate"
"Axl+ CD123+ Plasmacytoid dendritic cell (CD123+ Axl+DC)","CD45RA","Innate"
"CD16+ dendritic cell (CD16+ DC)","CD86","Innate"
"Conventional dendritic cell 2-B (cDC2-B)","CD1c","Innate"
"Conventional dendritic cell 1(cDC1)","CD33","Innate"
"Axl+ CD123+ Plasmacytoid dendritic cell (CD123+ Axl+DC)","CD5","Innate"
"Plasmacytoid dendritic cell(pDC)","BDCA-2","Innate"
"Axl+ CD11c+ Plasmacytoid dendritic cell (CD11c+ Axl+DC)","CD2","Innate"
"CD16+ dendritic cell (CD16+ DC)","Slan","Innate"
"Conventional dendritic cell 1(cDC1)","XCR1","Innate"
"Dendritic cell","HLA-DR","Innate"
"Fully activated dendritic cell","CD14","Innate"
"Dendritic cell","CD83","Innate"
"Myeloid dendritic cell","CD11c","Innate"
"Plasmacytoid dendritic cell(pDC)","CD123","Innate"
"Conventional dendritic cell 2(cDC2)","FcεRIα","Innate"
"Conventional dendritic cell 2(cDC2)","HLA-DQ","Innate"
"Conventional dendritic cell 2(cDC2)","CD1c","Innate"
"Dendritic cell","IGJ","Innate"
"Dendritic cell","LILRA4","Innate"
"Dendritic cell","MZB1","Innate"
"Plasmacytoid dendritic cell(pDC)","CD19","Innate"
"Plasmacytoid dendritic cell(pDC)","CD38","Innate"
"Plasmacytoid dendritic cell(pDC)","CD27","Innate"
"Plasmacytoid dendritic cell(pDC)","CD20","Innate"
"Plasmacytoid dendritic cell(pDC)","CD123","Innate"
"Plasmacytoid dendritic cell(pDC)","HLADR","Innate"
"Conventional dendritic cell(cDC)","CD11c","Innate"
"Conventional dendritic cell(cDC)","HLADR","Innate"
"Plasmacytoid dendritic cell(pDC)","MZB1","Innate"
"Dendritic cell","CLEC10A","Innate"
"Plasmacytoid dendritic cell(pDC)","ITM2C","Innate"
"Plasmacytoid dendritic cell(pDC)","CLEC4C","Innate"
"Plasmacytoid dendritic cell(pDC)","LILRA4","Innate"
"Dendritic cell","FCER1A","Innate"
"Conventional dendritic cell 2(cDC2)","PPA1","Innate"
"Conventional dendritic cell 2(cDC2)","FCER1A","Innate"
"Conventional dendritic cell 2(cDC2)","HLA-DQA1","Innate"
"Conventional dendritic cell 2(cDC2)","CD1C","Innate"
"Conventional dendritic cell 2(cDC2)","HLA-DQB1","Innate"
"Plasmacytoid dendritic cell(pDC)","CD123","Innate"
"Dendritic cell","HLA-DR","Innate"
"Plasmacytoid dendritic cell(pDC)","HLA-DR","Innate"
"Dendritic cell","CD11c","Innate"
"Plasmacytoid dendritic cell(pDC)","CD123","Innate"
"Plasmacytoid dendritic cell(pDC)","HLA-DR","Innate"
"Dendritic cell","HLA-DR","Innate"
"Dendritic cell","Lin","Innate"
"Plasmacytoid dendritic cell(pDC)","CD45RA","Innate"
"Plasmacytoid dendritic cell(pDC)","GZMB","Innate"
"Dendritic cell","CST3","Innate"
"Plasmacytoid dendritic cell(pDC)","ITM2C","Innate"
"Plasmacytoid dendritic cell(pDC)","SERPINF1","Innate"
"Dendritic cell","FCER1A","Innate"
"Plasmacytoid dendritic cell(pDC)","IL3RA","Innate"
"Dendritic cell","CD11c","Innate"
"Dendritic cell lineage","SIGLEC6","Innate"
"Dendritic cell lineage","CD123","Innate"
"Dendritic cell","CD1c","Innate"
"Dendritic cell lineage","AXL","Innate"
"Dendritic cell lineage","CD33","Innate"
"Dendritic cell lineage","CD2","Innate"
"Dendritic cell lineage","SIRPA","Innate"
"Dendritic cell","IL5RA","Innate"
"Dendritic cell","MS4A3","Innate"
"Dendritic cell","FCER1A","Innate"
"Dendritic cell","HPGD","Innate"
"Dendritic cell","CD1C","Innate"
"Dendritic cell","LYZ","Innate"
"Monocyte derived dendritic cell","CD1C","Innate"
"Plasmacytoid dendritic cell(pDC)","CYTL1","Innate"
"Plasmacytoid dendritic cell(pDC)","GATA2","Innate"
"Transitional dendritic cell","Ax1","Innate"
"Transitional dendritic cell","CD5","Innate"
"Conventional dendritic cell","CD172a","Innate"
"Transitional dendritic cell","CD33","Innate"
"Conventional dendritic cell","CD33","Innate"
"Plasmacytoid dendritic cell(pDC)","BDCA2","Innate"
"Conventional dendritic cell","ID2","Innate"
"Conventional dendritic cell","HLA-DR","Innate"
"Transitional dendritic cell","CD11c","Innate"
"Conventional dendritic cell","CD11c","Innate"
"Transitional dendritic cell","BDCA3","Innate"
"Transitional dendritic cell","CX3CR1","Innate"
"Plasmacytoid dendritic cell(pDC)","CLEC4C","Innate"
"Plasmacytoid dendritic cell(pDC)","IL3RA","Innate"
"Dendritic cell","CST3","Innate"
"Dendritic cell","LILRA4","Innate"
"Dendritic cell","PLD4","Innate"
"Dendritic cell","IL3RA","Innate"
"Plasmacytoid dendritic cell(pDC)","IRF8","Innate"
"Plasmacytoid dendritic cell(pDC)","JCHAIN","Innate"
"Plasmacytoid dendritic cell(pDC)","MPEG1","Innate"
"Plasmacytoid dendritic cell(pDC)","IL3RA","Innate"
"Plasmacytoid dendritic cell(pDC)","IL3RA","Innate"
"Plasmacytoid dendritic cell(pDC)","GZMB","Innate"
"Myeloid dendritic cell","FCER1A","Innate"
"Myeloid dendritic cell","CLEC10A","Innate"
"Dendritic cell","Bmp4","Innate"
"Dendritic cell","Sox2","Innate"
"Dendritic cell","CLEC10A","Innate"
"Plasmacytoid dendritic cell(pDC)","LILRA4","Innate"
"Dendritic cell","FCER1A","Innate"
"Plasmacytoid dendritic cell(pDC)","CD123","Innate"
"Plasmacytoid dendritic cell(pDC)","CD45","Innate"
"Myeloid dendritic cell 1","CD11c","Innate"
"Myeloid dendritic cell 1","CD45","Innate"
"Plasmacytoid dendritic cell(pDC)","HLA-DR","Innate"
"Myeloid dendritic cell 1","HLA-DR","Innate"
"Dendritic cell","CD11c","Innate"
"Myeloid dendritic cell","CD1C","Innate"
"Plasmacytoid dendritic cell(pDC)","LILRA4","Innate"
"Dendritic cell","CD123","Innate"
"Dendritic cell","CD11c","Innate"
"Conventional dendritic cell 1(cDC1)","CLEC9A","Innate"
"Plasmacytoid dendritic cell(pDC)","IL3RA","Innate"
"Plasmacytoid dendritic cell(pDC)","TCF4","Innate"
"Conventional dendritic cell 2(cDC2)","CDIC","Innate"
"Dendritic cell","HLA-DR","Innate"
"Plasmacytoid dendritic cell(pDC)","CD303","Innate"
"Conventional dendritic cell 1(cDC1)","CD370","Innate"
"Conventional dendritic cell 1(cDC1)","CD141","Innate"
"Plasmacytoid dendritic cell(pDC)","CD123","Innate"
"Conventional dendritic cell 2(cDC2)","CD1c","Innate"
"Dendritic cell","ISG15","Innate"
"Dendritic cell","UBC","Innate"
"Dendritic cell","CLEC10A","Innate"
"Dendritic cell","IRF8","Innate"
"Dendritic cell","IFITM3","Innate"
"Dendritic cell","IFI6","Innate"
"Dendritic cell","CYBA","Innate"
"Plasmacytoid dendritic cell(pDC)","CD123","Innate"
"Dendritic cell","CD1C","Innate"
"Dendritic cell","HSPA5","Innate"
"Dendritic cell","IRF7","Innate"
"Dendritic cell","CLEC12A","Innate"
"Dendritic cell","FCER1A","Innate"
"Dendritic cell","LILRA4","Innate"
"Plasmacytoid dendritic cell(pDC)","LILRA4","Innate"
"Myeloid dendritic cell","CD1C","Innate"
"Plasmacytoid dendritic cell(pDC)","GATA2","Innate"
"Plasmacytoid dendritic cell(pDC)","CD34","Innate"
"Dendritic cell","CD1c","Innate"
"Plasmacytoid dendritic cell(pDC)","LILRA4","Innate"
"Plasmacytoid dendritic cell(pDC)","CD2AP","Innate"
"Plasmacytoid dendritic cell(pDC)","CLEC4C","Innate"
"Plasmacytoid dendritic cell(pDC)","IL-3Rα","Innate"
"Monocyte derived dendritic cell","CD1C","Innate"
"Myeloid dendritic cell","ID2","Innate"
"Myeloid dendritic cell","ZEB2","Innate"
"Myeloid dendritic cell","CD1C","Innate"
"Myeloid dendritic cell","KLF4","Innate"
"Myeloid dendritic cell","IRF4","Innate"
"Myeloid dendritic cell","ITGAX","Innate"
"Myeloid dendritic cell","CLEC4A","Innate"
"Myeloid dendritic cell","cDC2","Innate"
"Myeloid dendritic cell","FCER1A","Innate"
"Myeloid dendritic cell","CLEC10A","Innate"
"Myeloid dendritic cell","SIRPA","Innate"
"Dendritic cell","FCER1A","Innate"
"Dendritic cell","CST3","Innate"
"Dendritic cell","HLADR","Innate"
"Dendritic cell","FCER1A","Innate"
"Dendritic cell","FCER1A","Innate"
"Myeloid dendritic cell","CD209","Innate"
"Conventional dendritic cell(cDC)","CD11c","Innate"
"Conventional dendritic cell(cDC)","HLADR","Innate"
"Plasmacytoid dendritic cell(pDC)","IL3RA","Innate"
"Myeloid dendritic cell","CD1C","Innate"
"Dendritic cell","LILRB4","Innate"
"Dendritic cell","CLEC4C","Innate"
"Dendritic cell","IL3RA","Innate"
"Dendritic cell","CD1C","Innate"
"Dendritic cell","CD1E","Innate"
"Dendritic cell","FCER1A","Innate"
"Dendritic cell","FLT3","Innate"
"Dendritic cell","HLA-DPA1","Innate"
"Dendritic cell","HLA-DQA1","Innate"
"Mature dendritic cell","CD14","Innate"
"Mature dendritic cell","CD1C","Innate"
"Plasmacytoid dendritic cell(pDC)","CD123","Innate"
"Plasmacytoid dendritic cell(pDC)","CLEC4A","Innate"
"Dendritic cell","IL3RA","Innate"
"Dendritic cell","FCER1A","Innate"
"Dendritic cell","CD141","Innate"
"Dendritic cell","CD1C","Innate"
"Dendritic cell","HLADR","Innate"
"Dendritic cell","CD11c","Innate"
"Monocyte derived dendritic cell","CD1C","Innate"
"Plasmacytoid dendritic cell(pDC)","LILRA4","Innate"
"Dendritic cell","CD1C","Innate"
"Dendritic cell","CLEC10A","Innate"
"Plasmacytoid dendritic cell(pDC)","CLEC4C","Innate"
"Plasmacytoid dendritic cell(pDC)","LILRA4","Innate"
"Macrophage","CD68","Innate"
"Macrophage","CD68","Innate"
"Macrophage","CD11b","Innate"
"Macrophage","F4/80","Innate"
"Macrophage","CD11c","Innate"
"Macrophage","CSF1r","Innate"
"Macrophage","CD68","Innate"
"Macrophage","CD11b","Innate"
"Macrophage","CD68","Innate"
"Macrophage","CD14","Innate"
"Macrophage","CD11b","Innate"
"M2 macrophage","CD163","Innate"
"Macrophage","CD68","Innate"
"Macrophage","CD68","Innate"
"Macrophage","CD206","Innate"
"Macrophage","CD115","Innate"
"M2 macrophage","DCIR","Innate"
"M1 macrophage","CCR7","Innate"
"M2 macrophage","CD206","Innate"
"M1 macrophage","CD86","Innate"
"M2 macrophage","CD23","Innate"
"M2 macrophage","IL-1","Innate"
"M2 macrophage","TRAIL","Innate"
"M2 macrophage","FIZZ1","Innate"
"M1 macrophage","TLR2","Innate"
"M2 macrophage","CD184","Innate"
"M1 macrophage","TLR4","Innate"
"M1 macrophage","IL-15R","Innate"
"M1 macrophage","CD16","Innate"
"M2 macrophage","CD209","Innate"
"M1 macrophage","IL-1R-1","Innate"
"M1 macrophage","IL-17R","Innate"
"M1 macrophage","CXCL10","Innate"
"M1 macrophage","CD64","Innate"
"M1 macrophage","IL-2R","Innate"
"M1 macrophage","CD80","Innate"
"M1 macrophage","CD32","Innate"
"M2 macrophage","CLACSF13","Innate"
"M2 macrophage","CD36","Innate"
"M2 macrophage","M60","Innate"
"M1 macrophage","CD62","Innate"
"M2 macrophage","CD163","Innate"
"M2 macrophage","C-type lectin-like receptor dectin-1","Innate"
"M1 macrophage","CD127","Innate"
"Macrophage","LYZ","Innate"
"Macrophage","CD68","Innate"
"Macrophage","CD68","Innate"
"Macrophage","F4/80","Innate"
"M2 macrophage","CD163","Innate"
"M2 macrophage","CD14","Innate"
"Macrophage","CSF1R","Innate"
"Macrophage","CD14","Innate"
"Macrophage","FCGR3A","Innate"
"Macrophage","CD68","Innate"
"Macrophage","CD163","Innate"
"Macrophage","CD14","Innate"
"Macrophage","CD19","Innate"
"Macrophage","CD68","Innate"
"Pan-macrophage","CD68","Innate"
"M2 macrophage","CD163","Innate"
"Macrophage","CD204","Innate"
"Macrophage","CD163","Innate"
"Macrophage","CD206","Innate"
"M2 macrophage","IL10","Innate"
"M1 macrophage","TNFα","Innate"
"Macrophage","CD68","Innate"
"Macrophage","LYZ","Innate"
"M1 macrophage","CD86","Innate"
"M1 macrophage","CD80","Innate"
"Macrophage","LYS","Innate"
"Macrophage","LGALS3","Innate"
"Macrophage","TREM2","Innate"
"Macrophage","CD9","Innate"
"Macrophage","SPP1","Innate"
"Macrophage","CTSB","Innate"
"M2 macrophage","CD206","Innate"
"M1 macrophage","CD68","Innate"
"M2 macrophage","ARG1","Innate"
"Macrophage","ADGRE1","Innate"
"Macrophage","ITGAM","Innate"
"Macrophage","MARCO","Innate"
"Macrophage","CD14","Innate"
"Macrophage","CD16","Innate"
"M2 macrophage","CHI3L1","Innate"
"Pro-inflammatory macrophage","MARCO","Innate"
"Pro-inflammatory macrophage","CD14","Innate"
"Macrophage","YAP","Innate"
"Macrophage","F4/80","Innate"
"Macrophage","CD163","Innate"
"Macrophage","CD163","Innate"
"Macrophage","CD11A","Innate"
"Macrophage","CD40","Innate"
"Macrophage","CD274","Innate"
"Macrophage","fatty acid binding protein 4","Innate"
"Macrophage","CD11B","Innate"
"Macrophage","CD11C","Innate"
"Macrophage","GBP1","Innate"
"M1 macrophage","CD86","Innate"
"M2 macrophage","CD163","Innate"
"M2 macrophage","CD206","Innate"
"Macrophage","CD14","Innate"
"Macrophage","CD68","Innate"
"Macrophage","MS4A7","Innate"
"Macrophage","CD14","Innate"
"Macrophage","CD68","Innate"
"Macrophage","CD163","Innate"
"Macrophage","CD14","Innate"
"Macrophage","VSIG4","Innate"
"Macrophage","MARCO","Innate"
"Macrophage","CD14","Innate"
"Macrophage","CD68","Innate"
"Macrophage","CD64","Innate"
"Macrophage","CD33","Innate"
"Macrophage","CD14","Innate"
"Macrophage","LIN28B","Innate"
"M1 macrophage","CD68","Innate"
"M1 macrophage","HLA-DR","Innate"
"Macrophage","CD83","Innate"
"Macrophage","HLA-DR","Innate"
"Macrophage","CD163","Innate"
"Macrophage","DHRS9","Innate"
"Macrophage","CD68","Innate"
"Macrophage","TGF-α","Innate"
"Macrophage","S100A12","Innate"
"Macrophage","OSM","Innate"
"Macrophage","IL18","Innate"
"M2 macrophage","MS4A4A","Innate"
"Macrophage","CD87","Innate"
"Tissue resident macrophage","KLF4","Innate"
"Macrophage","CD163","Innate"
