"process","gene_set_short","immune_system","immune_sub_system","immune_tissue","go_term","set_size","genes"
"INFLAMMATORY RESPONSE TO ANTIGENIC STIMULUS","Inflammatory response, Antigenic stimulus","Innate","Inflammation","Undefined","GO:0002437",12,"NOTCH2"
"INFLAMMATORY RESPONSE TO ANTIGENIC STIMULUS","Inflammatory response, Antigenic stimulus","Innate","Inflammation","Undefined","GO:0002437",12,"RBPJ"
"INFLAMMATORY RESPONSE TO ANTIGENIC STIMULUS","Inflammatory response, Antigenic stimulus","Innate","Inflammation","Undefined","GO:0002437",12,"RASGRP1"
"INFLAMMATORY RESPONSE TO ANTIGENIC STIMULUS","Inflammatory response, Antigenic stimulus","Innate","Inflammation","Undefined","GO:0002437",12,"CD68"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"PPARG"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"IFNL4"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"PML"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"REL"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"RIGI"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"APOBEC3F"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"DEFB108B"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"CLEC6A"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"MST1R"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"OAS2"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"BPI"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"CAMP"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"NLRP10"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"ADARB1"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"BST2"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"TRIM27"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"MAVS"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"IRGM"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"TRIM21"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"PTX3"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"DEFB125"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"SSC5D"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"LGALS3"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"DAPK1"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"GBP1"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"GSDMD"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"STMP1"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"TRIM26"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"TARM1"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"TRIM51G"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"TAC1"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"RFPL4A"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"METTL3"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"MIF"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"TRIML2"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"CFD"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"NLRP2B"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"MBL2"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"IFI35"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"CLU"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"RNF135"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"SFPQ"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"IFI6"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"TAX1BP1"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"SFTPD"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"LILRA5"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"TTC4"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"HLA-C"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"LILRA4"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"IFNL2"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"CYBA"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"CSF1"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"FCGR1A"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"PARP1"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"CD46"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"SERINC5"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"DEFB131A"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"SARM1"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"LY86"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"CGAS"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"TRIM23"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"JAK3"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"STING1"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"CHGA"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"CX3CR1"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"KLRC2"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"PRKDC"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"CD160"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"KLRK1"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"FGR"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"BPIFB3"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"RFPL4AL1"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"MAP4K2"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"TRIM77"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"C1S"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"TRIM64C"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"DEFB128"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"PELI3"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"APOBEC3A"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"TMEM33"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"DEFB108A"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"IFIT2"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"GP2"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"VNN1"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"ADAR"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"DEFB1"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"APOBEC3H"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"IFITM3"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"GZMM"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"DEFB131B"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"XRCC5"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"FRK"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"NCF1"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"NLRC5"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"RNASE3"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"CD6"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"TRIM40"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"TNFAIP8L2"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"TRIM64B"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"C4B"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"TRIM22"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"TRIM48"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"F2RL1"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"CLEC10A"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"DEFB105A"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"HMGB2"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"BTK"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"ARG2"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"TLR4"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"KLRC1"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"PARP9"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"CD177"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"CR1"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"XRCC6"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"DEFB124"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"KRT16"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"NCF2"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"TICAM1"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"MASP2"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"S100A12"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"CFH"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"SYK"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"TRIM49D1"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"GATA3"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"C1QBP"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"HK1"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"BPIFC"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"IFNL3"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"CFP"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"HCK"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"TRIM65"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"NEDD4"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"DEFA5"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"CASP4"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"TREML1"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"SLC15A4"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"LBP"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"WFDC3"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"GARIN5A"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"LILRA2"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"WFDC10B"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"WFDC13"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"IFIT1"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"TRIM49C"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"CD55"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"GBP6"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"TRIM59"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"CD1D"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"NMB"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"NFKB2"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"MMP3"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"RELB"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"GBP2"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"TRIM64"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"PIK3CG"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"IFI27"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"ANKHD1"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"IRF1"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"SDHAF4"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"CD14"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"F12"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"ACOD1"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"UBA7"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"DEFB123"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"DEFB132"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"USP27X"
"INNATE IMMUNE RESPONSE","Innate immune response","Innate","General","Innate","GO:0045087",250,"B2M"
